,ticker,open,close,Adj Close,low,high,volume,Date
1982381,FCAP,14.3000001907349,14.3000001907349,10.5066547393799,14.3000001907349,14.390000343322802,2200,2010-01-06
1982398,FCAP,14.0100002288818,13.9200000762939,10.227457046508801,13.9200000762939,14.0100002288818,200,2010-01-07
1982400,FCAP,14.0500001907349,14.3000001907349,10.5066547393799,14.0500001907349,14.3199996948242,700,2010-01-08
1982416,FCAP,14.5,14.5,10.653599739074698,14.5,14.529999732971199,2300,2010-01-11
1982418,FCAP,14.75,14.630000114440902,10.749116897583,14.630000114440902,14.75,800,2010-01-12
1982434,FCAP,14.6000003814697,15.9899997711182,11.748350143432601,14.1700000762939,15.9899997711182,2100,2010-01-13
1982436,FCAP,14.890000343322802,15.039999961853,11.0503568649292,14.869999885559098,15.3999996185303,1100,2010-01-14
1982453,FCAP,14.210000038147,14.75,10.8372812271118,14.210000038147,14.75,200,2010-01-19
1982472,FCAP,15.5,14.8100004196167,10.881368637084998,14.8100004196167,15.5,400,2010-01-20
1982474,FCAP,14.5,14.5,10.653599739074698,14.5,14.5100002288818,700,2010-01-21
1982596,FCAP,14.5,14.5,10.653599739074698,14.5,14.5,100,2010-01-27
1982612,FCAP,14.5900001525879,14.2399997711182,10.462571144104,14.0799999237061,14.8000001907349,1400,2010-01-28
1982616,FCAP,14.4899997711182,14.4899997711182,10.6462516784668,14.4899997711182,14.4899997711182,100,2010-01-29
1982635,FCAP,13.6899995803833,13.75,10.1025524139404,13.5500001907349,13.75,400,2010-02-01
1982639,FCAP,13.75,13.75,10.1025524139404,13.75,13.75,500,2010-02-02
1982655,FCAP,13.770000457763699,13.75,10.1025524139404,13.75,13.9399995803833,800,2010-02-03
1982677,FCAP,13.9399995803833,16.5,12.123064994812,13.9399995803833,16.8999996185303,3800,2010-02-05
1982678,FCAP,15.75,14.3100004196167,10.514002799987802,14.1800003051758,15.75,2400,2010-02-08
1982679,FCAP,14.3500003814697,14.2600002288818,10.4772634506226,14.2399997711182,15.0799999237061,700,2010-02-09
1982697,FCAP,14.2600002288818,14.2399997711182,10.462571144104,14.2399997711182,14.6499996185303,1200,2010-02-10
1982698,FCAP,14.3100004196167,14.2399997711182,10.462571144104,14.2399997711182,14.4499998092651,400,2010-02-11
1982715,FCAP,14.25,14.2399997711182,10.462571144104,14.1999998092651,14.2600002288818,1700,2010-02-12
1982732,FCAP,14.8400001525879,15.7399997711182,11.564667701721199,14.789999961853,15.7399997711182,1200,2010-02-17
1982734,FCAP,15.7399997711182,14.3400001525879,10.5360450744629,14.3400001525879,15.7399997711182,1400,2010-02-18
1982757,FCAP,14.729999542236301,14.630000114440902,10.749116897583,14.6000003814697,14.8999996185303,1800,2010-02-22
1982778,FCAP,15.8999996185303,14.8000001907349,10.874021530151401,14.8000001907349,15.8999996185303,700,2010-02-25
1982795,FCAP,15.4099998474121,14.6999998092651,10.8005466461182,14.6999998092651,15.4099998474121,600,2010-02-26
1982796,FCAP,14.6999998092651,14.6999998092651,10.8005466461182,14.6999998092651,14.6999998092651,100,2010-03-01
