,date,est,adj_close
0,2016-12-02,117.25795302618977,120.80999755859399
1,2016-12-05,120.86689646265572,119.16000366210899
2,2016-12-06,118.77784457042154,124.569999694824
3,2016-12-07,124.81349189171135,125.389999389648
4,2016-12-08,124.47562433060797,123.23999786377001
5,2016-12-09,123.6678842457624,122.87999725341801
6,2016-12-12,122.98117900075172,122.83000183105499
7,2016-12-13,122.84666565097152,123.779998779297
8,2016-12-14,123.80531169939184,123.44000244140601
9,2016-12-15,123.31641945449589,125.0
10,2016-12-16,125.06107434629858,124.220001220703
11,2016-12-19,124.07100743960649,125.449996948242
12,2016-12-20,125.53830507400974,125.12000274658199
13,2016-12-21,124.94044686858524,126.5
14,2016-12-22,126.55601117214061,125.58000183105499
15,2016-12-23,125.52096926234016,125.58999633789101
16,2016-12-27,125.63218650505902,128.350006103516
17,2016-12-28,128.4095600225998,125.889999389648
18,2016-12-29,125.9979281228047,125.33000183105499
19,2016-12-30,125.45143218780397,123.800003051758
20,2017-01-03,124.04025467432568,127.48999786377001
21,2017-01-04,127.6845097350715,129.410003662109
22,2017-01-05,128.83726245947136,131.809997558594
23,2017-01-06,131.58270716745014,131.070007324219
24,2017-01-09,130.73531737895988,130.949996948242
25,2017-01-10,130.98470471099355,129.889999389648
26,2017-01-11,130.07678992507496,130.5
27,2017-01-12,130.59295574149795,129.179992675781
28,2017-01-13,129.43594548091818,133.699996948242
29,2017-01-17,133.89949836304018,132.889999389648
30,2017-01-18,132.17909329144607,133.259994506836
31,2017-01-19,133.32224873522108,138.410003662109
32,2017-01-20,138.48591421671924,138.600006103516
33,2017-01-23,137.72902483039138,137.389999389648
34,2017-01-24,137.62756234688203,140.110000610352
35,2017-01-25,140.25964073937283,139.520004272461
36,2017-01-26,139.1037786260449,138.960006713867
37,2017-01-27,139.03387784547775,142.449996948242
38,2017-01-30,142.57255626335964,141.22000122070298
39,2017-01-31,140.76215239752622,140.710006713867
40,2017-02-01,140.78583122997804,140.77999877929702
41,2017-02-02,140.80570909703937,139.199996948242
