,date,est,adj_close
0,2016-12-02,106.73480900913394,106.93267822265601
1,2016-12-05,106.94599060393149,106.163993835449
2,2016-12-06,106.29017429074135,106.98131561279301
3,2016-12-07,106.9393870498043,108.03215026855499
4,2016-12-08,107.90147254394223,109.092727661133
5,2016-12-09,108.94162386892899,110.873321533203
6,2016-12-12,110.67506450859187,110.240867614746
7,2016-12-13,110.03726139046759,112.079833984375
8,2016-12-14,111.91328847077773,112.079833984375
9,2016-12-15,111.84948275026628,112.692825317383
10,2016-12-16,112.63647971503113,112.838768005371
11,2016-12-19,112.76311075444404,113.490684509277
12,2016-12-20,113.42895617096806,113.79231262207001
13,2016-12-21,113.71112627024962,113.89933776855499
14,2016-12-22,113.86209214036303,113.15013885497999
15,2016-12-23,113.3038185606894,113.373916625977
16,2016-12-27,113.38846305885588,114.093948364258
17,2016-12-28,114.02395229619408,113.60744476318399
18,2016-12-29,113.56610643465474,113.578247070312
19,2016-12-30,113.60174937103551,112.692825317383
20,2017-01-03,112.87688842127847,113.013916015625
21,2017-01-04,113.02762292126252,112.887413024902
22,2017-01-05,112.85199016850765,113.46150207519501
23,2017-01-06,113.40878074261539,114.726402282715
24,2017-01-09,114.59580848683744,115.777236938477
25,2017-01-10,115.60609477579418,115.893997192383
26,2017-01-11,115.76336375797995,116.516708374023
27,2017-01-12,116.45824287024658,116.03021240234399
28,2017-01-13,116.01254267592616,115.825881958008
29,2017-01-17,115.87290551863781,116.759971618652
30,2017-01-18,116.67418459827223,116.750228881836
31,2017-01-19,116.6331657815376,116.5458984375
32,2017-01-20,116.58837163536013,116.759971618652
33,2017-01-23,116.7492527357133,116.83779907226601
34,2017-01-24,116.81135461022427,116.73077392578101
35,2017-01-25,116.74319740151223,118.589195251465
36,2017-01-26,118.41849077199264,118.647583007812
37,2017-01-27,118.41522040333261,118.65730285644501
38,2017-01-30,118.65007201412601,118.345947265625
39,2017-01-31,118.41058094825733,118.073516845703
40,2017-02-01,118.12862020582783,125.27370452880899
41,2017-02-02,124.61229897681773,125.05965423584
42,2017-02-03,124.15665256115652,125.59480285644501
43,2017-02-06,125.54704778072548,126.77212524414101
44,2017-02-07,126.65053308727181,127.97863006591801
45,2017-02-08,127.80837609073606,128.474868774414
46,2017-02-09,128.3253732086644,129.403228759766
47,2017-02-10,129.30332586643064,129.11007690429702
48,2017-02-13,129.00082631630065,130.25341796875
49,2017-02-14,130.14862803260613,131.94401550293
50,2017-02-15,131.7465899830109,132.422836303711
51,2017-02-16,132.21434690828835,132.266494750977
52,2017-02-17,132.2105465975787,132.628067016602
53,2017-02-21,132.59617455063216,133.58572387695298
54,2017-02-22,133.49020418245757,133.986389160156
55,2017-02-23,133.86765819246253,133.41960144043
56,2017-02-24,133.48838557955278,133.54666137695298
57,2017-02-27,133.5603683708542,133.810470581055
58,2017-02-28,133.78285676322136,133.86911010742202
59,2017-03-01,133.83653216179508,136.605331420898
60,2017-03-02,136.35362515626778,135.794250488281
61,2017-03-03,135.46848981240132,136.595565795898
62,2017-03-06,136.55944044852282,136.165573120117
63,2017-03-07,136.09453964884128,136.34147644043
64,2017-03-08,136.34689029019762,135.833343505859
65,2017-03-09,135.93015682142757,135.520599365234
66,2017-03-10,135.58632995174963,135.970138549805
67,2017-03-13,135.93752923599902,136.028747558594
68,2017-03-14,135.9729415564356,135.823547363281
69,2017-03-15,135.86388264362057,137.260070800781
70,2017-03-16,137.12802971674952,137.484817504883
71,2017-03-17,137.3068031558851,136.800796508789
72,2017-03-20,136.93243498159978,138.2373046875
73,2017-03-21,138.11306919833092,136.654190063477
74,2017-03-22,136.75905171148275,138.19821166992202
75,2017-03-23,138.13032383784898,137.709579467773
76,2017-03-24,137.52795787101243,137.435974121094
77,2017-03-27,137.49447700901123,137.67053222656202
78,2017-03-28,137.66288064619937,140.523986816406
79,2017-03-29,140.26037890775535,140.83670043945298
80,2017-03-30,140.48193621994983,140.651016235352
81,2017-03-31,140.62696115439826,140.38717651367202
82,2017-04-03,140.44013309477458,140.426254272461
83,2017-04-04,140.43404747639326,141.471878051758
84,2017-04-05,141.375613332421,140.73898315429702
85,2017-04-06,140.68584137525764,140.38717651367202
86,2017-04-07,140.4651008995006,140.074462890625
87,2017-04-10,140.13765647616,139.90832519531202
88,2017-04-11,139.9442420530311,138.403427124023
89,2017-04-12,138.7157338443192,138.56954956054702
90,2017-04-13,138.61838553451005,137.836624145508
91,2017-04-17,137.98393310540814,138.598861694336
92,2017-04-18,138.5611660188684,137.983200073242
93,2017-04-19,137.96752043565422,137.475051879883
94,2017-04-20,137.5782355918377,139.194961547852
95,2017-04-21,139.03794040579078,139.028854370117
96,2017-04-24,138.81319897210813,140.367630004883
97,2017-04-25,140.24459239826737,141.237350463867
98,2017-04-26,141.0650388829765,140.406723022461
99,2017-04-27,140.42877827059417,140.51419067382798
100,2017-04-28,140.5399071986292,140.377380371094
101,2017-05-01,140.3911187186295,143.240646362305
102,2017-05-02,142.9776405504574,144.149475097656
103,2017-05-03,143.7962981413849,143.709701538086
104,2017-05-04,143.62069374036074,143.19177246093798
105,2017-05-05,143.29561283909885,145.566421508789
106,2017-05-08,145.34832832113574,149.52413940429702
107,2017-05-09,149.08236567434778,150.481842041016
108,2017-05-10,149.99342465561017,149.768447875977
109,2017-05-11,149.73129946190144,151.063705444336
110,2017-05-12,150.95661278788555,153.173400878906
111,2017-05-15,152.93599954457125,152.780899047852
112,2017-05-16,152.51920000828446,152.555236816406
113,2017-05-17,152.60324112731817,147.43307495117202
114,2017-05-18,148.4978279539648,149.68014526367202
115,2017-05-19,149.73491455235475,150.190383911133
116,2017-05-22,149.91294162788643,151.102981567383
117,2017-05-23,151.0034438375625,150.916519165039
118,2017-05-24,150.80380029670127,150.465148925781
119,2017-05-25,150.55697237932813,150.985198974609
120,2017-05-26,150.95517436122944,150.730072021484
121,2017-05-30,150.6797100968806,150.788955688477
122,2017-05-31,150.79501355047418,149.896011352539
123,2017-06-01,150.08096418862635,150.30813598632798
124,2017-06-02,150.31633740190287,152.535598754883
125,2017-06-05,152.326574641298,151.04406738281202
126,2017-06-06,150.9127456448944,151.55432128906202
127,2017-06-07,151.57929302288233,152.457092285156
128,2017-06-08,152.35829136172268,152.084213256836
129,2017-06-09,151.98666254600812,146.186874389648
130,2017-06-12,147.41245418697875,142.693649291992
131,2017-06-13,143.4326816500936,143.841690063477
132,2017-06-14,143.9030591536346,142.43850708007798
133,2017-06-15,142.56676855426647,141.584808349609
134,2017-06-16,141.76458015472514,139.60270690918
135,2017-06-19,140.00545888681216,143.596374511719
136,2017-06-20,143.25465744706577,142.291320800781
137,2017-06-21,141.8247635984437,143.135192871094
138,2017-06-22,143.12824324396485,142.899703979492
139,2017-06-23,142.79831357031927,143.537506103516
140,2017-06-26,143.48008202500964,143.086135864258
141,2017-06-27,143.05487564479546,141.035308837891
142,2017-06-28,141.45829693745165,143.095947265625
143,2017-06-29,143.00005913313237,140.986251831055
144,2017-06-30,141.08429106547626,141.319900512695
145,2017-07-03,141.38064639811125,140.809631347656
146,2017-07-05,140.87833833071613,141.388565063477
147,2017-07-06,141.35583419276458,140.054061889648
148,2017-07-07,140.29276139233596,141.47688293457
149,2017-07-10,141.40357111029246,142.340377807617
150,2017-07-11,142.158965783691,142.801574707031
151,2017-07-12,142.69295941699357,143.00764465332
152,2017-07-13,142.95031012656878,144.999572753906
153,2017-07-14,144.81512930865927,146.245742797852
154,2017-07-17,145.99075123892243,146.756011962891
155,2017-07-18,146.60162418868,147.26628112793
156,2017-07-19,147.19315384030074,148.18864440918
157,2017-07-20,148.08836866515483,147.521392822266
158,2017-07-21,147.48011623007523,147.452713012695
159,2017-07-24,147.48811149013633,149.238586425781
160,2017-07-25,149.07453774232843,149.876403808594
161,2017-07-26,149.65585901716935,150.582916259766
162,2017-07-27,150.48777538103812,147.73727416992202
163,2017-07-28,148.30504606715965,146.69714355468798
164,2017-07-31,146.94817873271793,145.94157409668
165,2017-08-01,146.09681020617762,147.23684692382798
166,2017-08-02,147.13232899004862,154.193908691406
167,2017-08-03,153.54090234869903,152.6533203125
168,2017-08-04,151.79815761231316,153.457946777344
169,2017-08-07,153.4655310653242,155.832595825195
170,2017-08-08,155.59937282756684,157.07878112793
171,2017-08-09,156.78053051451013,158.04040527343798
172,2017-08-10,157.87478450347794,153.006530761719
173,2017-08-11,154.02856000835862,155.134338378906
174,2017-08-14,155.19336059576668,157.46907043457
175,2017-08-15,157.15293104262523,159.192977905273
176,2017-08-16,158.8856026795047,158.552673339844
177,2017-08-17,158.3582945384507,155.508697509766
178,2017-08-18,156.13693481302192,155.154067993164
179,2017-08-21,155.32031209365235,154.86837768554702
180,2017-08-22,154.9264986333895,157.400100708008
181,2017-08-23,157.16745397584256,157.597106933594
182,2017-08-24,157.28159633258014,156.897689819336
183,2017-08-25,157.03540835844183,157.478897094727
184,2017-08-28,157.4615397217404,159.06491088867202
185,2017-08-29,158.9074399057101,160.483489990234
186,2017-08-30,160.2644195696777,160.916915893555
187,2017-08-31,160.74196438967428,161.557235717773
188,2017-09-01,161.48243307011714,161.606491088867
