,date,est,adj_close
0,2016-12-02,744.946937359071,740.3400268554691
1,2016-12-05,740.9752038869273,759.359985351562
2,2016-12-06,759.2516184897029,764.719970703125
3,2016-12-07,762.0626983273353,770.4199829101559
4,2016-12-08,769.8615911316136,767.3300170898441
5,2016-12-09,766.880738682968,768.6599731445309
6,2016-12-12,768.7322682227548,760.119995117188
7,2016-12-13,762.0208176751165,774.3400268554691
8,2016-12-14,774.4164961966778,768.8200073242191
9,2016-12-15,767.1713182743993,761.0
10,2016-12-16,762.5010219517799,757.77001953125
11,2016-12-19,758.4077653381895,766.0
12,2016-12-20,765.9835524454311,771.219970703125
13,2016-12-21,770.2212726739901,770.599975585938
14,2016-12-22,769.8335482915019,766.3400268554691
15,2016-12-23,767.2467074628939,760.5900268554691
16,2016-12-27,761.6890707052152,771.400024414062
17,2016-12-28,771.4260882738821,772.130004882812
18,2016-12-29,770.5295424067644,765.150024414062
19,2016-12-30,766.6989348366005,749.869995117188
20,2017-01-03,752.9188749570211,753.6699829101559
21,2017-01-04,754.0155394072223,757.1799926757809
22,2017-01-05,756.7660550451063,780.4500122070309
23,2017-01-06,780.0836517191163,795.989990234375
24,2017-01-09,793.2037836016807,796.9199829101559
25,2017-01-10,794.6167648681371,795.900024414062
26,2017-01-11,796.0094473254013,799.02001953125
27,2017-01-12,799.0095285643123,813.640014648438
28,2017-01-13,813.3562626627061,817.140014648438
29,2017-01-17,815.0672080317394,809.719970703125
30,2017-01-18,811.2440379709229,807.47998046875
31,2017-01-19,807.9656550942611,809.0399780273441
32,2017-01-20,809.1024613087357,808.3300170898441
33,2017-01-23,808.171695566663,817.880004882812
34,2017-01-24,817.8083962088663,822.4400024414059
35,2017-01-25,821.204430871197,836.52001953125
36,2017-01-26,836.1343539684406,839.150024414062
37,2017-01-27,837.1206030523538,835.77001953125
38,2017-01-30,836.2562684808504,830.380004882812
39,2017-01-31,831.4256455981719,823.47998046875
40,2017-02-01,824.792929676586,832.349975585938
41,2017-02-02,832.4793045085632,839.9500122070309
42,2017-02-03,838.961116606669,810.2000122070309
43,2017-02-06,816.7952370341012,807.640014648438
44,2017-02-07,808.839486873458,812.5
45,2017-02-08,812.5107303857744,819.7100219726559
46,2017-02-09,819.2531814160787,821.359985351562
47,2017-02-10,820.3341945473201,827.4600219726559
48,2017-02-13,827.3179058339188,836.530029296875
49,2017-02-14,835.9569906286122,836.390014648438
50,2017-02-15,835.0391126989072,842.7000122070309
51,2017-02-16,842.6445250210462,844.140014648438
52,2017-02-17,843.2420877875046,845.0700073242191
53,2017-02-21,844.896073309486,856.4400024414059
54,2017-02-22,856.2986852502299,855.609985351562
55,2017-02-23,853.9240477191239,852.1900024414059
56,2017-02-24,852.9028256133143,845.239990234375
57,2017-02-27,846.6179160862403,848.640014648438
58,2017-02-28,848.810011094871,845.0399780273441
59,2017-03-01,845.392494300001,853.0800170898441
60,2017-03-02,853.0758668142345,848.9099731445309
61,2017-03-03,848.2239053689912,849.880004882812
62,2017-03-06,849.9752267187496,846.609985351562
63,2017-03-07,847.3302365309012,846.02001953125
64,2017-03-08,846.184100436627,850.5
65,2017-03-09,850.4714154735534,853.0
66,2017-03-10,852.4392565058432,852.4600219726559
67,2017-03-13,852.1088863699844,854.5900268554691
68,2017-03-14,854.5803503137055,852.530029296875
69,2017-03-15,852.67798914238,852.969970703125
70,2017-03-16,853.0177028568123,853.4199829101559
