,Unnamed: 0,adj close,close,date,high,low,open,volume
36,36,30.96999931,30.96999931,7/11/2012,31.55999947,30.54999924,31.47999954,13030300
37,37,30.80999947,30.80999947,7/12/2012,31.39999962,30.60000038,30.70000076,11300700
38,38,30.71999931,30.71999931,7/13/2012,31.06999969,30.55999947,31.04000092,8108300
39,39,28.25,28.25,7/16/2012,30.5,28.20999908,30.5,24672100
40,40,28.09000015,28.09000015,7/17/2012,28.59000015,27.14999962,28.47999954,30438600
41,41,29.11000061,29.11000061,7/18/2012,29.29000092,28.14999962,28.30999947,16841800
42,42,29,29,7/19/2012,29.5,28.62999916,29.40999985,13685100
43,43,28.76000023,28.76000023,7/20/2012,29.46999931,28.71999931,29,11869100
44,44,28.75,28.75,7/23/2012,29,28.01000023,28.12000084,12390700
45,45,28.45000076,28.45000076,7/24/2012,29.45000076,28.10000038,28.81999969,11539800
46,46,29.34000015,29.34000015,7/25/2012,29.48999977,28.07999992,28.38999939,17230200
47,47,26.85000038,26.85000038,7/26/2012,28.22999954,26.72999954,27.75,64597400
48,48,23.70999908,23.70999908,7/27/2012,24.54000092,22.28000069,23.19000053,123102300
49,49,23.14999962,23.14999962,7/30/2012,24.04000092,23.03000069,24,29285900
50,50,21.70999908,21.70999908,7/31/2012,23.37000084,21.61000061,23.37000084,56179400
51,51,20.87999916,20.87999916,8/1/2012,21.57999992,20.84000015,21.5,44604400
52,52,20.04000092,20.04000092,8/2/2012,20.84000015,19.81999969,20.77000046,56374500
53,53,21.09000015,21.09000015,8/3/2012,22.15999985,19.89999962,20.36000061,80647000
54,54,21.92000008,21.92000008,8/6/2012,22.14999962,21.29999924,21.38999939,27778900
55,55,20.71999931,20.71999931,8/7/2012,22.45000076,20.5,22.20000076,36782900
56,56,20.71999931,20.71999931,8/8/2012,21.14999962,20.21999931,20.70999908,29537400
57,57,21.01000023,21.01000023,8/9/2012,21.17000008,20.61000061,20.75,15610700
58,58,21.80999947,21.80999947,8/10/2012,21.81999969,21.12999916,21.40999985,25794700
59,59,21.60000038,21.60000038,8/13/2012,22.45000076,21.39999962,22.14999962,24973100
60,60,20.37999916,20.37999916,8/14/2012,21.60000038,20.25,21.40999985,39308800
61,61,21.20000076,21.20000076,8/15/2012,21.40999985,20.39999962,20.63999939,47861100
62,62,19.87000084,19.87000084,8/16/2012,20.47999954,19.69000053,20.44000053,157565300
63,63,19.04999924,19.04999924,8/17/2012,20.07999992,19,20.01000023,129293400
64,64,20.01000023,20.01000023,8/20/2012,20.12999916,18.75,19.04999924,101186600
65,65,19.15999985,19.15999985,8/21/2012,19.97999954,19.09000015,19.57999992,70640600
66,66,19.44000053,19.44000053,8/22/2012,19.53000069,18.95999908,19.36000061,49892200
67,67,19.44000053,19.44000053,8/23/2012,19.72999954,19.36000061,19.5,32813700
68,68,19.40999985,19.40999985,8/24/2012,19.68000031,19.25,19.52000046,29622200
69,69,19.14999962,19.14999962,8/27/2012,19.53000069,19.10000038,19.48999977,20704000
70,70,19.34000015,19.34000015,8/28/2012,19.37999916,18.95000076,19.10000038,25417000
71,71,19.10000038,19.10000038,8/29/2012,19.37999916,19.06999969,19.31999969,16124700
72,72,19.09000015,19.09000015,8/30/2012,19.45000076,19.05999947,19.27000046,30647500
73,73,18.05999947,18.05999947,8/31/2012,18.70000076,18.03000069,18.68000031,58764200
74,74,17.72999954,17.72999954,9/4/2012,18.27000046,17.54999924,18.07999992,46622400
75,75,18.57999992,18.57999992,9/5/2012,18.75,18.18000031,18.27000046,60781800
76,76,18.95999908,18.95999908,9/6/2012,19.26000023,18.71999931,18.73999977,46066500
77,77,18.97999954,18.97999954,9/7/2012,19.42000008,18.78000069,19.10000038,36371700
78,78,18.80999947,18.80999947,9/10/2012,19.20000076,18.54999924,19.05999947,24797800
79,79,19.43000031,19.43000031,9/11/2012,19.57999992,18.85000038,18.92000008,50508200
80,80,20.93000031,20.93000031,9/12/2012,21.15999985,20.28000069,20.76000023,121584000
81,81,20.70999908,20.70999908,9/13/2012,21.47999954,20.61000061,20.95999908,65041600
82,82,22,22,9/14/2012,22.07999992,20.89999962,21.12999916,72819800
83,83,21.52000046,21.52000046,9/17/2012,22.75,21.5,22.67000008,50667600
84,84,21.87000084,21.87000084,9/18/2012,21.97999954,21.37000084,21.60000038,36760500
85,85,23.29000092,23.29000092,9/19/2012,23.37000084,21.77000046,21.98999977,78782800
86,86,22.59000015,22.59000015,9/20/2012,23.23999977,22.54000092,23.02000046,57248900
87,87,22.86000061,22.86000061,9/21/2012,23.23999977,22.60000038,22.96999931,51218100
88,88,20.79000092,20.79000092,9/24/2012,21.97999954,20.36000061,21.78000069,79106500
89,89,20.28000069,20.28000069,9/25/2012,21.20999908,20.21999931,21.20000076,46291700
90,90,20.62000084,20.62000084,9/26/2012,20.78000069,19.79999924,20.14999962,38271900
91,91,20.31999969,20.31999969,9/27/2012,21,20.15999985,20.98999977,30215900
92,92,21.65999985,21.65999985,9/28/2012,21.95000076,20.5,20.56999969,65486000
93,93,21.98999977,21.98999977,10/1/2012,22.59000015,21.72999954,22.07999992,51262700
94,94,22.27000046,22.27000046,10/2/2012,22.48999977,21.81999969,22.07999992,29341400
95,95,21.82999992,21.82999992,10/3/2012,22.48999977,21.79999924,22.29999924,32000100
96,96,21.95000076,21.95000076,10/4/2012,22.39999962,21.40999985,22.31999969,46892100
97,97,20.90999985,20.90999985,10/5/2012,21.62999916,20.87999916,21.48999977,40529300
98,98,20.39999962,20.39999962,10/8/2012,20.75,20.15999985,20.39999962,32236700
99,99,20.22999954,20.22999954,10/9/2012,20.54999924,19.96999931,20.38999939,27161800
100,100,19.63999939,19.63999939,10/10/2012,19.94000053,19.45000076,19.93000031,39321800
101,101,19.75,19.75,10/11/2012,19.95999908,19.61000061,19.87999916,21817300
102,102,19.52000046,19.52000046,10/12/2012,19.79999924,19.47999954,19.75,18809400
103,103,19.52000046,19.52000046,10/15/2012,19.87999916,19.48999977,19.68000031,20189700
104,104,19.47999954,19.47999954,10/16/2012,19.69000053,19.29999924,19.68000031,21834700
105,105,19.87999916,19.87999916,10/17/2012,20.47999954,19.37000084,19.5,44074500
106,106,18.97999954,18.97999954,10/18/2012,19.79000092,18.88999939,19.70000076,52157400
107,107,19,19,10/19/2012,19.05999947,18.79999924,19,34835000
108,108,19.31999969,19.31999969,10/22/2012,19.43000031,19.04999924,19.20000076,32447300
109,109,19.5,19.5,10/23/2012,19.79999924,19.10000038,19.25,78381200
110,110,23.22999954,23.22999954,10/24/2012,24.25,22.85000038,24.12999916,228949900
111,111,22.55999947,22.55999947,10/25/2012,23.30999947,22.46999931,23.29000092,76142000
112,112,21.94000053,21.94000053,10/26/2012,22.87999916,21.87999916,22.39999962,73175800
113,113,21.11000061,21.11000061,10/31/2012,21.5,20.72999954,20.81999969,99378200
114,114,21.20999908,21.20999908,11/1/2012,21.44000053,21.01000023,21.07999992,37713900
115,115,21.18000031,21.18000031,11/2/2012,21.69000053,21.06999969,21.26000023,38344400
116,116,21.25,21.25,11/5/2012,21.47999954,20.92000008,21.10000038,31806700
117,117,21.17000008,21.17000008,11/6/2012,21.37000084,20.98999977,21.23999977,29062700
118,118,20.46999931,20.46999931,11/7/2012,20.95000076,20.37000084,20.85000038,33396800
119,119,19.98999977,19.98999977,11/8/2012,20.72999954,19.97999954,20.52000046,34254600
120,120,19.20999908,19.20999908,11/9/2012,20,19.12999916,19.95999908,42295500
121,121,20.06999969,20.06999969,11/12/2012,20.17000008,18.87000084,19.14999962,67349200
122,122,19.86000061,19.86000061,11/13/2012,20.11000061,19.55999947,19.61000061,71775100
123,123,22.36000061,22.36000061,11/14/2012,22.5,19.93000031,20.10000038,229751000
124,124,22.17000008,22.17000008,11/15/2012,22.5,21.64999962,22.34000015,78857700
125,125,23.55999947,23.55999947,11/16/2012,23.93000031,22.18000031,22.25,107182200
126,126,22.92000008,22.92000008,11/19/2012,24.12000084,22.81999969,23.95999908,85021300
127,127,23.10000038,23.10000038,11/20/2012,23.89999962,22.70000076,22.72999954,46655300
128,128,24.31999969,24.31999969,11/21/2012,24.53000069,23.04999924,23.21999931,89862400
129,129,24,24,11/23/2012,24.68000031,23.87999916,24.57999992,29520900
130,130,25.94000053,25.94000053,11/26/2012,26.09000015,24.80999947,24.94000053,123865000
131,131,26.14999962,26.14999962,11/27/2012,26.5,25.45999908,26.04000092,85760600
132,132,26.36000061,26.36000061,11/28/2012,26.48999977,25.75,25.94000053,49205600
133,133,27.31999969,27.31999969,11/29/2012,27.52000046,26.15999985,26.5,88759700
134,134,28,28,11/30/2012,28,26.76000023,27.26000023,127049600
135,135,27.04000092,27.04000092,12/3/2012,28.87999916,26.97999954,28,123526100
136,136,27.45999908,27.45999908,12/4/2012,27.76000023,26.68000031,27.05999947,72869200
137,137,27.70999908,27.70999908,12/5/2012,27.89999962,27.26000023,27.75,58976300
138,138,26.96999931,26.96999931,12/6/2012,27.75,26.81999969,27.68000031,46001500
139,139,27.48999977,27.48999977,12/7/2012,27.78000069,26.84000015,27.06999969,51751900
140,140,27.84000015,27.84000015,12/10/2012,28.17000008,27.10000038,27.17000008,50608500
141,141,27.97999954,27.97999954,12/11/2012,28.23999977,27.65999985,28.06999969,77099100
142,142,27.57999992,27.57999992,12/12/2012,28.13999939,27.37000084,28,46704200
143,143,28.23999977,28.23999977,12/13/2012,28.75,27.43000031,27.59000015,81051600
144,144,26.80999947,26.80999947,12/14/2012,28.32999992,26.76000023,28.18000031,91631600
145,145,26.75,26.75,12/17/2012,27,26.31999969,26.77000046,57742500
146,146,27.70999908,27.70999908,12/18/2012,27.90999985,26.89999962,26.95999908,60512900
147,147,27.40999985,27.40999985,12/19/2012,28.21999931,26.95000076,27.82999992,61390300
148,148,27.36000061,27.36000061,12/20/2012,27.60000038,27.12999916,27.48999977,35574800
149,149,26.26000023,26.26000023,12/21/2012,27.01000023,26.12000084,26.65999985,54555200
150,150,26.93000031,26.93000031,12/24/2012,26.95999908,26.20000076,26.5,28230100
151,151,26.51000023,26.51000023,12/26/2012,27.18000031,26.37999916,27.03000069,33175400
152,152,26.04999924,26.04999924,12/27/2012,26.79999924,25.52000046,26.54999924,43481700
153,153,25.90999985,25.90999985,12/28/2012,26.11000061,25.14999962,25.47999954,56574800
154,154,26.62000084,26.62000084,12/31/2012,26.98999977,26.11000061,26.20000076,60374500
155,155,28,28,1/2/2013,28.18000031,27.42000008,27.44000053,69846400
156,156,27.77000046,27.77000046,1/3/2013,28.46999931,27.59000015,27.87999916,63140600
157,157,28.76000023,28.76000023,1/4/2013,28.93000031,27.82999992,28.01000023,72715400
158,158,29.42000008,29.42000008,1/7/2013,29.79000092,28.64999962,28.69000053,83781800
159,159,29.05999947,29.05999947,1/8/2013,29.60000038,28.86000061,29.51000023,45871300
160,160,30.59000015,30.59000015,1/9/2013,30.60000038,29.48999977,29.67000008,104787700
161,161,31.29999924,31.29999924,1/10/2013,31.45000076,30.28000069,30.60000038,95316400
162,162,31.71999931,31.71999931,1/11/2013,31.95999908,31.10000038,31.28000069,89598000
163,163,30.95000076,30.95000076,1/14/2013,32.20999908,30.62000084,32.08000183,98892800
164,164,30.10000038,30.10000038,1/15/2013,31.70999908,29.87999916,30.63999939,173242600
165,165,29.85000038,29.85000038,1/16/2013,30.35000038,29.53000069,30.20999908,75332700
166,166,30.13999939,30.13999939,1/17/2013,30.42000008,30.03000069,30.07999992,40256700
167,167,29.65999985,29.65999985,1/18/2013,30.44000053,29.27000046,30.30999947,49631500
168,168,30.72999954,30.72999954,1/22/2013,30.88999939,29.73999977,29.75,55243300
169,169,30.81999969,30.81999969,1/23/2013,31.5,30.79999924,31.10000038,48899800
170,170,31.07999992,31.07999992,1/24/2013,31.48999977,30.80999947,31.27000046,43845100
171,171,31.54000092,31.54000092,1/25/2013,31.93000031,31.12999916,31.40999985,54363600
172,172,32.47000122,32.47000122,1/28/2013,32.50999832,31.80999947,31.87999916,59682500
173,173,30.79000092,30.79000092,1/29/2013,32.06999969,30.70999908,32,72976500
174,174,31.23999977,31.23999977,1/30/2013,31.48999977,30.87999916,30.97999954,87682100
175,175,30.97999954,30.97999954,1/31/2013,31.46999931,28.73999977,29.14999962,190744900
176,176,29.72999954,29.72999954,2/1/2013,31.02000046,29.62999916,31.01000023,85856700
177,177,28.11000061,28.11000061,2/4/2013,29.20000076,28.01000023,29.05999947,92362200
178,178,28.63999939,28.63999939,2/5/2013,28.95999908,28.04000092,28.26000023,47948200
179,179,29.04999924,29.04999924,2/6/2013,29.29000092,28.65999985,28.73999977,38375900
180,180,28.64999962,28.64999962,2/7/2013,29.14999962,28.27000046,29.11000061,34540100
181,181,28.54999924,28.54999924,2/8/2013,29.17000008,28.51000023,28.88999939,37708800
182,182,28.26000023,28.26000023,2/11/2013,28.68000031,28.04000092,28.61000061,37361800
183,183,27.37000084,27.37000084,2/12/2013,28.15999985,27.10000038,27.67000008,93498700
184,184,27.90999985,27.90999985,2/13/2013,28.31999969,27.30999947,27.36000061,50164000
185,185,28.5,28.5,2/14/2013,28.62999916,28.01000023,28.02000046,35615800
186,186,28.31999969,28.31999969,2/15/2013,28.75,28.09000015,28.52000046,33109300
187,187,28.93000031,28.93000031,2/19/2013,29.07999992,28.12000084,28.22999954,49396400
188,188,28.45999908,28.45999908,2/20/2013,29.04999924,28.32999992,28.92000008,42098200
189,189,27.28000069,27.28000069,2/21/2013,28.54999924,27.14999962,28.28000069,49642300
190,190,27.12999916,27.12999916,2/22/2013,27.62999916,26.81999969,27.62000084,36350200
191,191,27.27000046,27.27000046,2/25/2013,27.63999939,27.14999962,27.15999985,34652000
192,192,27.38999939,27.38999939,2/26/2013,27.45999908,26.70000076,27.36000061,31611700
193,193,26.87000084,26.87000084,2/27/2013,27.34000015,26.62999916,27.34000015,44319700
194,194,27.25,27.25,2/28/2013,27.29999924,26.34000015,26.84000015,83027800
195,195,27.78000069,27.78000069,3/1/2013,28.12000084,26.80999947,27.04999924,54064800
196,196,27.71999931,27.71999931,3/4/2013,28.05999947,27.44000053,27.76000023,32400700
197,197,27.52000046,27.52000046,3/5/2013,28.18000031,27.20999908,27.87999916,40622200
198,198,27.45000076,27.45000076,3/6/2013,28.12999916,27.35000038,28.10000038,33532600
199,199,28.57999992,28.57999992,3/7/2013,28.68000031,27.46999931,27.56999969,74540200
200,200,27.95999908,27.95999908,3/8/2013,28.46999931,27.72999954,28.43000031,44198900
201,201,28.13999939,28.13999939,3/11/2013,28.63999939,27.82999992,28.01000023,35642100
202,202,27.82999992,27.82999992,3/12/2013,28.31999969,27.60000038,28.10000038,27569600
203,203,27.07999992,27.07999992,3/13/2013,27.64999962,26.92000008,27.62000084,39619500
204,204,27.04000092,27.04000092,3/14/2013,27.43000031,26.82999992,27.10000038,27646400
205,205,26.64999962,26.64999962,3/15/2013,27.05999947,26.55999947,27.03000069,31597400
206,206,26.48999977,26.48999977,3/18/2013,26.79000092,25.78000069,26.37000084,26653700
207,207,26.54999924,26.54999924,3/19/2013,26.89999962,26.20999908,26.53000069,25254200
208,208,25.86000061,25.86000061,3/20/2013,26.69000053,25.78000069,26.68000031,44006500
209,209,25.73999977,25.73999977,3/21/2013,26.11000061,25.55999947,25.65999985,24336100
210,210,25.72999954,25.72999954,3/22/2013,26.01000023,25.62999916,25.79999924,18456300
211,211,25.12999916,25.12999916,3/25/2013,25.79999924,25.07999992,25.75,39199000
212,212,25.20999908,25.20999908,3/26/2013,25.47999954,25.03000069,25.07999992,26957200
213,213,26.09000015,26.09000015,3/27/2013,26.28000069,24.71999931,25,52297400
214,214,25.57999992,25.57999992,3/28/2013,26.17000008,25.52000046,26.09000015,28585700
215,215,25.53000069,25.53000069,4/1/2013,25.88999939,25.28000069,25.62999916,22249300
216,216,25.42000008,25.42000008,4/2/2013,26.12000084,25.29999924,25.77000046,35153300
217,217,26.25,26.25,4/3/2013,26.38999939,25.70000076,25.82999992,48195200
218,218,27.06999969,27.06999969,4/4/2013,27.22999954,26.11000061,26.62000084,82016800
219,219,27.38999939,27.38999939,4/5/2013,27.79999924,26.61000061,26.86000061,64566600
220,220,26.85000038,26.85000038,4/8/2013,27.20000076,26.62999916,27.19000053,27256000
221,221,26.59000015,26.59000015,4/9/2013,26.88999939,26.42000008,26.57999992,21311100
222,222,27.56999969,27.56999969,4/10/2013,27.84000015,26.89999962,27.01000023,45949400
223,223,28.02000046,28.02000046,4/11/2013,28.10000038,27.25,27.47999954,33368500
224,224,27.39999962,27.39999962,4/12/2013,28,27.23999977,28,28697400
225,225,26.52000046,26.52000046,4/15/2013,27.47999954,26.36000061,27.15999985,30275400
226,226,26.92000008,26.92000008,4/16/2013,27.11000061,26.39999962,26.80999947,27365900
227,227,26.62999916,26.62999916,4/17/2013,27.20000076,26.38999939,26.64999962,26440600
228,228,25.69000053,25.69000053,4/18/2013,26.81999969,25.14999962,26.81999969,39059000
229,229,25.72999954,25.72999954,4/19/2013,25.95999908,25.32999992,25.62000084,20380900
230,230,25.96999931,25.96999931,4/22/2013,26.36000061,25.70000076,25.80999947,25687600
231,231,25.97999954,25.97999954,4/23/2013,26.32999992,25.77000046,26.21999931,25191500
232,232,26.11000061,26.11000061,4/24/2013,26.39999962,25.79999924,25.93000031,19729900
233,233,26.13999939,26.13999939,4/25/2013,26.39999962,26,26.06999969,17150000
234,234,26.85000038,26.85000038,4/26/2013,27.62000084,26.60000038,26.60000038,33018000
235,235,26.97999954,26.97999954,4/29/2013,27.40999985,26.86000061,27.15999985,29201100
236,236,27.77000046,27.77000046,4/30/2013,27.85000038,27.01000023,27.12999916,36245700
237,237,27.43000031,27.43000031,5/1/2013,27.92000008,27.30999947,27.85000038,64567600
238,238,28.96999931,28.96999931,5/2/2013,29.02000046,27.97999954,28.01000023,104257000
239,239,28.30999947,28.30999947,5/3/2013,29.06999969,28.14999962,29.04000092,58506400
240,240,27.56999969,27.56999969,5/6/2013,28.45999908,27.47999954,28.32999992,43939400
241,241,26.88999939,26.88999939,5/7/2013,27.85000038,26.85000038,27.54999924,41259100
242,242,27.12000084,27.12000084,5/8/2013,27.29999924,26.64999962,26.87999916,34654900
243,243,27.04000092,27.04000092,5/9/2013,27.54999924,26.85000038,27.07999992,33457200
244,244,26.68000031,26.68000031,5/10/2013,27.29999924,26.56999969,27.13999939,30847100
245,245,26.81999969,26.81999969,5/13/2013,27.32999992,26.53000069,26.60000038,29068800
246,246,27.06999969,27.06999969,5/14/2013,27.28000069,26.81999969,26.88999939,24930300
247,247,26.60000038,26.60000038,5/15/2013,26.98999977,26.39999962,26.92000008,30299800
248,248,26.12999916,26.12999916,5/16/2013,26.54999924,25.89999962,26.47999954,35499100
249,249,26.25,26.25,5/17/2013,26.60000038,26.20000076,26.39999962,29462700
250,250,25.76000023,25.76000023,5/20/2013,26.19000053,25.69000053,26.18000031,42402900
251,251,25.65999985,25.65999985,5/21/2013,26.07999992,25.59000015,25.87000084,26261300
252,252,25.15999985,25.15999985,5/22/2013,25.85000038,24.92000008,25.64999962,45314500
253,253,25.05999947,25.05999947,5/23/2013,25.53000069,24.77000046,24.79999924,37663100
254,254,24.30999947,24.30999947,5/24/2013,24.96999931,24.07999992,24.96999931,58727900
255,255,24.10000038,24.10000038,5/28/2013,24.54000092,23.92000008,24.54000092,50079700
256,256,23.31999969,23.31999969,5/29/2013,23.80999947,23.26000023,23.79000092,64237800
257,257,24.54999924,24.54999924,5/30/2013,24.78000069,23.93000031,24.12999916,60733200
258,258,24.35000038,24.35000038,5/31/2013,24.95000076,24.27000046,24.62999916,35925000
259,259,23.85000038,23.85000038,6/3/2013,24.31999969,23.70999908,24.27000046,35733800
260,260,23.52000046,23.52000046,6/4/2013,23.93000031,23.31999969,23.88999939,34760800
261,261,22.89999962,22.89999962,6/5/2013,23.70999908,22.79000092,23.35000038,53819700
262,262,22.96999931,22.96999931,6/6/2013,23.09000015,22.67000008,22.98999977,31260700
263,263,23.29000092,23.29000092,6/7/2013,23.39999962,22.86000061,23.03000069,38699200
264,264,24.32999992,24.32999992,6/10/2013,24.60000038,23.98999977,24.05999947,58393000
265,265,24.03000069,24.03000069,6/11/2013,24.35000038,24,24.03000069,29885900
266,266,23.77000046,23.77000046,6/12/2013,24.26000023,23.57999992,24.15999985,26445800
267,267,23.72999954,23.72999954,6/13/2013,23.82999992,23.27000046,23.71999931,31189300
268,268,23.62999916,23.62999916,6/14/2013,23.88999939,23.26000023,23.55999947,30677100
269,269,24.02000046,24.02000046,6/17/2013,24.25,23.75,23.90999985,33664500
270,270,24.20999908,24.20999908,6/18/2013,24.69000053,24.07999992,24.09000015,36709100
271,271,24.30999947,24.30999947,6/19/2013,25.19000053,24.10000038,24.20000076,31790600
272,272,23.89999962,23.89999962,6/20/2013,24.75,23.64999962,24.28000069,42765600
273,273,24.53000069,24.53000069,6/21/2013,24.70000076,24.04999924,24.59000015,45833900
274,274,23.94000053,23.94000053,6/24/2013,24.11000061,23.37999916,23.95000076,40626000
275,275,24.25,24.25,6/25/2013,24.43000031,24.04000092,24.13999939,24713200
276,276,24.15999985,24.15999985,6/26/2013,24.64999962,23.98999977,24.51000023,29890300
277,277,24.65999985,24.65999985,6/27/2013,24.84000015,24.20999908,24.23999977,34694100
278,278,24.87999916,24.87999916,6/28/2013,24.97999954,24.42000008,24.68000031,96778900
279,279,24.80999947,24.80999947,7/1/2013,25.05999947,24.62000084,24.96999931,20582200
280,280,24.40999985,24.40999985,7/2/2013,24.77000046,24.29999924,24.70000076,18394100
281,281,24.52000046,24.52000046,7/3/2013,24.70999908,24.14999962,24.21999931,10404400
282,282,24.37000084,24.37000084,7/5/2013,24.65999985,24.20000076,24.64999962,20229500
283,283,24.70999908,24.70999908,7/8/2013,25.04000092,24.42000008,24.46999931,27064600
284,284,25.47999954,25.47999954,7/9/2013,25.48999977,25.03000069,25.06999969,30387900
285,285,25.79999924,25.79999924,7/10/2013,25.82999992,25.46999931,25.57999992,26721800
286,286,25.80999947,25.80999947,7/11/2013,26,25.45000076,25.95999908,26777400
287,287,25.90999985,25.90999985,7/12/2013,25.93000031,25.54999924,25.73999977,16537900
288,288,26.28000069,26.28000069,7/15/2013,26.43000031,25.64999962,25.93000031,24234000
289,289,26.31999969,26.31999969,7/16/2013,26.75,26.01000023,26.38999939,30817600
290,290,26.64999962,26.64999962,7/17/2013,26.78000069,26.29999924,26.37000084,21518500
291,291,26.18000031,26.18000031,7/18/2013,26.77000046,26.12000084,26.75,24806900
292,292,25.87999916,25.87999916,7/19/2013,26.11000061,25.60000038,25.81999969,46539700
293,293,26.04999924,26.04999924,7/22/2013,26.12999916,25.71999931,25.98999977,27526300
294,294,26.12999916,26.12999916,7/23/2013,26.29999924,25.96999931,26.10000038,28221600
295,295,26.51000023,26.51000023,7/24/2013,26.53000069,26.04999924,26.31999969,82635600
296,296,34.36000061,34.36000061,7/25/2013,34.88000107,32.75,33.54000092,365457900
297,297,34.00999832,34.00999832,7/26/2013,34.72999954,33.56000137,33.77000046,136028900
298,298,35.43000031,35.43000031,7/29/2013,35.63000107,34.00999832,34.06999969,124718800
299,299,37.63000107,37.63000107,7/30/2013,37.95999908,35.31999969,35.65000153,173582800
300,300,36.79999924,36.79999924,7/31/2013,38.31000137,36.33000183,37.95999908,154828700
301,301,37.49000168,37.49000168,8/1/2013,38.29000092,36.91999817,37.29999924,106066500
302,302,38.04999924,38.04999924,8/2/2013,38.49000168,37.5,37.65999985,73058500
303,303,39.18999863,39.18999863,8/5/2013,39.31999969,38.25,38.43000031,79994800
304,304,38.54999924,38.54999924,8/6/2013,39.25,37.93999863,39.11000061,63950800
305,305,38.86999893,38.86999893,8/7/2013,38.93999863,37.70000076,38.61000061,68854800
306,306,38.54000092,38.54000092,8/8/2013,39.18999863,38.43000031,39.13000107,41301000
307,307,38.5,38.5,8/9/2013,38.74000168,38.00999832,38.59000015,43532300
308,308,38.22000122,38.22000122,8/12/2013,38.5,38.09999847,38.20000076,31161000
309,309,37.02000046,37.02000046,8/13/2013,38.31999969,36.77000046,38.24000168,65379200
310,310,36.65000153,36.65000153,8/14/2013,37.54999924,36.61999893,36.83000183,48423900
311,311,36.56000137,36.56000137,8/15/2013,37.06999969,36.02000046,36.36000061,56521100
312,312,37.08000183,37.08000183,8/16/2013,37.49000168,36.90000153,36.97000122,45840800
313,313,37.81000137,37.81000137,8/19/2013,38.27999878,37.13999939,37.43000031,57609600
314,314,38.40999985,38.40999985,8/20/2013,38.58000183,37.68999863,38.34999847,57995200
315,315,38.31999969,38.31999969,8/21/2013,38.84999847,38.15000153,38.38000107,46116900
