,Unnamed: 0,adj close,close,date,high,low,open,volume
0,0,20.54493904,30.5728569,1/4/2010,30.6428566,30.34000015,30.48999977,123432400
1,1,20.58045959,30.62571335,1/5/2010,30.79857063,30.4642849,30.65714264,150476200
2,2,20.25310516,30.13857079,1/6/2010,30.74714279,30.1071434,30.62571335,138040000
3,3,20.21565819,30.08285713,1/7/2010,30.2857151,29.86428642,30.25,119282800
4,4,20.3500576,30.28285789,1/8/2010,30.2857151,29.86571503,30.04285622,111902700
5,5,20.17054176,30.01571465,1/11/2010,30.4285717,29.77857208,30.39999962,115557400
6,6,19.94110489,29.67428589,1/12/2010,29.96714211,29.48857117,29.88428497,148614900
7,7,20.2223835,30.09285736,1/13/2010,30.13285637,29.15714264,29.69571495,151473000
8,8,20.10526085,29.91857147,1/14/2010,30.06571388,29.86000061,30.01571465,108223500
9,9,19.76926041,29.41857147,1/15/2010,30.22857094,29.40999985,30.13285637,148516900
10,10,20.64382362,30.71999931,1/19/2010,30.74142838,29.6057148,29.76142883,182501900
11,11,20.32605934,30.24714279,1/20/2010,30.79285622,29.9285717,30.70142937,153038200
12,12,19.97469711,29.72428513,1/21/2010,30.47285652,29.60142899,30.29714203,152038600
13,13,18.98398018,28.25,1/22/2010,29.6428566,28.16571426,29.54000092,220441900
14,14,19.49469757,29.01000023,1/25/2010,29.24285698,28.59857178,28.93000031,266424900
15,15,19.7702198,29.42000008,1/26/2010,30.53000069,28.94000053,29.42142868,466777500
16,16,19.95645905,29.69714355,1/27/2010,30.08285713,28.50428581,29.54999924,430642100
17,17,19.1318264,28.46999931,1/28/2010,29.3571434,28.38571358,29.27571487,293375600
18,18,18.43774223,27.43714333,1/29/2010,28.88571358,27.1785717,28.72571373,311488100
19,19,18.694067,27.81857109,2/1/2010,28,27.32857132,27.48142815,187469100
20,20,18.80254364,27.97999954,2/2/2010,28.04571342,27.62571335,27.98714256,174585600
21,21,19.12605667,28.46142769,2/3/2010,28.60000038,27.77428627,27.88142776,153832000
22,22,18.43678665,27.43571472,2/4/2010,28.33857155,27.36714363,28.10428619,189413000
23,23,18.7641449,27.92285728,2/5/2010,28,27.26428604,27.51857185,212576700
24,24,18.63550568,27.73142815,2/8/2010,28.26857185,27.7142849,27.95571518,119567700
25,25,18.8342247,28.02714348,2/9/2010,28.2142849,27.8214283,28.05999947,158221700
26,26,18.73150063,27.87428665,2/10/2010,28.08571434,27.7514286,27.98428535,92590400
27,27,19.07229996,28.38142776,2/11/2010,28.5357151,27.72285652,27.84000015,137586400
28,28,19.23645782,28.62571335,2/12/2010,28.80571365,27.9285717,28.30142784,163867200
29,29,19.52638054,29.05714226,2/16/2010,29.09857178,28.78857231,28.84857178,135934400
30,30,19.44478226,28.93571472,2/17/2010,29.18714333,28.69428635,29.17000008,109099200
31,31,19.4812603,28.98999977,2/18/2010,29.12714195,28.70285797,28.80428505,105706300
32,32,19.36030197,28.80999947,2/19/2010,29.02857208,28.72999954,28.83714294,103867400
33,33,19.24029922,28.63142776,2/22/2010,28.9285717,28.45571518,28.90571404,97640900
34,34,18.91774178,28.15142822,2/23/2010,28.76142883,27.95857048,28.5714283,143773700
35,35,19.2633419,28.66571426,2/24/2010,28.77714348,28.26285744,28.31857109,115141600
36,36,19.39198303,28.8571434,2/25/2010,28.97999954,28.12714195,28.19714355,166281500
37,37,19.64349937,29.23142815,2/26/2010,29.30999947,28.8571434,28.91142845,126865200
38,38,20.06302452,29.8557148,3/1/2010,29.9285717,29.35000038,29.3928566,137523400
39,39,20.04957962,29.83571434,3/2/2010,30.11857224,29.6771431,29.98999977,141636600
40,40,20.09566307,29.90428543,3/3/2010,29.98142815,29.70571518,29.84857178,93013200
41,41,20.22814369,30.10142899,3/4/2010,30.13142776,29.80428505,29.89714241,91510300
