,unnamed:_0,unnamed:_0.1,adj_close,close,date,high,low,open,volume,est_N3
1912,1912,1912,989.8400268999999,989.8400268999999,2017-08-08,996.2800292999999,985.7899779999999,994.3499756000001,2902800,994.2733764333332
1913,1913,1913,982.0100097999999,982.0100097999999,2017-08-09,988.0,975.2700195,982.5999756000001,3569700,992.1566976333331
1914,1914,1914,956.9199829,956.9199829,2017-08-10,979.8599854,954.6799927000001,976.2999877999998,5684100,977.7800090333333
1915,1915,1915,967.9899902000001,967.9899902000001,2017-08-11,970.3900146,951.3800049,960.0,3468000,943.3366292000001
1916,1916,1916,983.2999877999998,983.2999877999998,2017-08-14,985.5,976.1900024,978.4099731000001,3042800,954.9533080333334
1917,1917,1917,982.7399902000001,982.7399902000001,2017-08-15,991.7399902000001,982.0,988.9000243999999,2549300,995.7833251999997
1918,1918,1918,978.1799927000001,978.1799927000001,2017-08-16,986.4600220000001,973.2199707000001,981.6500243999999,3132100,992.7599894
1919,1919,1919,960.5700072999999,960.5700072999999,2017-08-17,977.8400268999999,960.3200072999999,977.8400268999999,3512400,976.2866618000003
1920,1920,1920,958.4699707000001,958.4699707000001,2017-08-18,965.4299927000001,954.6500243999999,961.4000243999999,3284800,951.6600138333332
1921,1921,1921,953.2899779999999,953.2899779999999,2017-08-21,961.2000122000002,945.4600220000001,957.5700072999999,3164500,946.0299682333333
1922,1922,1922,966.9000243999999,966.9000243999999,2017-08-22,967.9299927000001,955.5,955.5200195,2750000,950.1632893666666
1923,1923,1923,958.0,958.0,2017-08-23,962.0,954.2000122000002,959.3800049,2668300,967.9833780666663
1924,1924,1924,952.4500122000002,952.4500122000002,2017-08-24,959.0,941.1400146,957.4199829,5195700,964.1066894666667
1925,1925,1925,945.2600097999999,945.2600097999999,2017-08-25,957.6199951,944.0999756000001,956.0,3324800,944.6666666666669
1926,1926,1926,946.0200195,946.0200195,2017-08-28,953.0,942.25,946.5399779999999,2596700,939.1633504666667
1927,1927,1927,954.0599976,954.0599976,2017-08-29,956.0,936.3300171,940.0,2874300,941.4800211333331
1928,1928,1928,967.5900268999999,967.5900268999999,2017-08-30,969.4099731000001,956.9099731000001,958.4400024,2904600,957.2466634333333
1929,1929,1929,980.5999756000001,980.5999756000001,2017-08-31,981.0,972.7600097999999,974.7000122000002,3331500,977.4600220666665
1930,1930,1930,978.25,978.25,2017-09-01,984.5,976.8800049,984.2000122000002,2535900,993.9566447000001
1931,1931,1931,965.2700195,965.2700195,2017-09-05,976.7700195,960.3699951,975.4000243999999,2883200,986.1399739333334
1932,1932,1932,967.7999877999998,967.7999877999998,2017-09-06,971.8400268999999,960.5999756000001,968.3200072999999,2129900,959.3767089333331
1933,1933,1933,979.4699707000001,979.4699707000001,2017-09-07,980.5900268999999,972.5499877999998,974.0,2566800,959.9899902333331
1934,1934,1934,965.9000243999999,965.9000243999999,2017-09-08,979.8800049,963.4699707000001,979.0999756000001,2605300,985.0466105333334
1935,1935,1935,977.9600220000001,977.9600220000001,2017-09-11,981.9400024,974.2199707000001,974.4600220000001,2186700,969.1566975666667
1936,1936,1936,982.5800171,982.5800171,2017-09-12,984.6699829,975.5200195,983.2700195,2481100,972.9333903333334
1937,1937,1937,999.5999756000001,999.5999756000001,2017-09-13,1000.0,979.4199829,983.9699707000001,3374700,992.1600138666668
1938,1938,1938,992.2100220000001,992.2100220000001,2017-09-14,998.5599976,987.7399902000001,996.7999877999998,3913300,1008.3532918333335
1939,1939,1939,986.7899779999999,986.7899779999999,2017-09-15,996.25,984.0300292999999,993.0100097999999,3760200,1001.0933431333336
1940,1940,1940,974.1900024,974.1900024,2017-09-18,992.7899779999999,968.1699829,990.4000243999999,3411300,980.0566609333332
1941,1941,1941,969.8599854,969.8599854,2017-09-19,978.2399902000001,967.4600220000001,977.25,2671100,966.3766478666666
1942,1942,1942,973.2100220000001,973.2100220000001,2017-09-20,974.8099976,962.1599731000001,971.7899779999999,2888800,960.0166626666668
1943,1943,1943,964.6500243999999,964.6500243999999,2017-09-21,971.7000122000002,962.0200195,971.3099976,2337600,971.4400228666668
1944,1944,1944,955.0999756000001,955.0999756000001,2017-09-22,965.6099854,954.4199829,961.0100097999999,2641800,964.0300495999999
1945,1945,1945,939.7899779999999,939.7899779999999,2017-09-25,949.4199829,932.8900146,949.3099976,5124000,946.2099609333334
1946,1946,1946,938.5999756000001,938.5999756000001,2017-09-26,948.6300049,931.75,945.4899902000001,3564800,928.3199462666666
1947,1947,1947,950.8699951,950.8699951,2017-09-27,955.2999877999998,943.2999877999998,948.0,3148900,927.9966430666667
1948,1948,1948,956.4000243999999,956.4000243999999,2017-09-28,959.7000122000002,950.0999756000001,951.8599854,2522600,954.1666666666666
1949,1949,1949,961.3499756000001,961.3499756000001,2017-09-29,964.8300171,958.3800049,960.1099854,2543800,966.4233804999998
1950,1950,1950,959.1900024,959.1900024,2017-10-02,967.3099976,952.1199951,964.0,2442900,966.6866455333334
1951,1951,1951,957.0999756000001,957.0999756000001,2017-10-03,963.6900024,950.3699951,958.0,2666600,961.7699788000002
1952,1952,1952,965.4500122000002,965.4500122000002,2017-10-04,967.7899779999999,954.0499877999998,954.2100220000001,2527400,954.9633178666668
1953,1953,1953,980.8499756000001,980.8499756000001,2017-10-05,981.5100097999999,969.6400146,970.0,3229200,966.8400065333337
1954,1954,1954,989.5800171,989.5800171,2017-10-06,995.75,975.6400146,975.6400146,3782100,991.5499878
1955,1955,1955,990.9899902000001,990.9899902000001,2017-10-09,998.5,987.5,993.2399902000001,2938600,1002.7566731999998
1956,1956,1956,987.2000122000002,987.2000122000002,2017-10-10,997.9500122000002,980.0999756000001,996.6699829,3084900,997.2800089000001
1957,1957,1957,995.0,995.0,2017-10-11,995.5,986.7000122000002,991.2700195,2337100,986.8766682666669
1958,1958,1958,1000.929993,1000.929993,2017-10-12,1008.4400019999999,992.4000243999999,996.8099976,4067300,995.0733439333333
1959,1959,1959,1002.9400019999999,1002.9400019999999,2017-10-13,1007.7700199999999,1001.0300289999999,1007.0,2431500,1008.1066491999999
1960,1960,1960,1006.340027,1006.340027,2017-10-16,1009.570007,1001.0399779999999,1008.4400019999999,2008900,1007.5633336666666
1961,1961,1961,1009.1300050000001,1009.1300050000001,2017-10-17,1011.4699710000001,1004.3800050000001,1005.590027,2319700,1008.8133746666667
1962,1962,1962,997.0,997.0,2017-10-18,1022.3099980000001,996.5499877999998,1009.2700199999999,2499700,1012.3266810000001
1963,1963,1963,986.6099854,986.6099854,2017-10-19,991.0499877999998,980.2399902000001,990.0,3108200,994.8166503333334
1964,1964,1964,982.9099731000001,982.9099731000001,2017-10-20,994.6199951,982.0,993.5300292999999,2365100,975.0599771999999
1965,1965,1965,966.2999877999998,966.2999877999998,2017-10-23,986.7800292999999,962.5,986.7299805,3494100,974.7499592666668
