,unnamed:_0,unnamed:_0.1,adj_close,close,date,high,low,open,volume,est_N4
1432,1432,1432,185.9799957,185.9799957,2018-01-29,188.83999630000002,185.63000490000002,188.75,20453200,189.0649948
1433,1433,1433,187.11999509999998,187.11999509999998,2018-01-30,188.17999269999999,181.83999630000002,187.61999509999998,20858600,187.70499414999998
1434,1434,1434,186.8899994,186.8899994,2018-01-31,189.83000180000002,185.22000119999998,188.36999509999998,43275100,186.36999509999998
1435,1435,1435,193.08999630000002,193.08999630000002,2018-02-01,195.32000730000001,187.8899994,188.22000119999998,54211300,185.44999694999998
1436,1436,1436,190.27999880000002,190.27999880000002,2018-02-02,194.21000669999998,189.9799957,192.03999330000002,26677500,193.54499815000005
1437,1437,1437,181.2599945,181.2599945,2018-02-05,190.6100006,180.6100006,186.92999269999999,33128200,193.26499940000005
1438,1438,1438,185.3099976,185.3099976,2018-02-06,185.7700043,177.7400055,178.57000730000001,37758500,182.95499420000002
1439,1439,1439,180.17999269999999,180.17999269999999,2018-02-07,185.08000180000002,179.9499969,184.1499939,27601900,179.39499669999998
1440,1440,1440,171.58000180000002,171.58000180000002,2018-02-08,181.83999630000002,171.4799957,181.0099945,38478300,177.69499209999995
1441,1441,1441,176.1100006,176.1100006,2018-02-09,176.8999939,167.17999269999999,174.7599945,39887600,171.04000090000002
1442,1442,1442,176.41000369999998,176.41000369999998,2018-02-12,177.5500031,171.83999630000002,177.0599976,32092100,169.24500270000001
1443,1443,1443,173.1499939,173.1499939,2018-02-13,175.97000119999998,173.1000061,175.61999509999998,21809400,174.37500765
1444,1444,1444,179.5200043,179.5200043,2018-02-14,179.8099976,173.21000669999998,173.4499969,28929700,175.56499484999998
1445,1445,1445,179.96000669999998,179.96000669999998,2018-02-15,180.5,176.83999630000002,180.5,20922100,178.04000095
1446,1446,1446,177.3600006,177.3600006,2018-02-16,179.88000490000002,176.3000031,178.9900055,21015600,181.515007
1447,1447,1447,176.0099945,176.0099945,2018-02-20,177.9499969,175.1100006,175.7700043,21204900,180.765007
1448,1448,1448,177.91000369999998,177.91000369999998,2018-02-21,181.2700043,176.3999939,176.71000669999998,23200800,174.92999265
1449,1449,1449,178.9900055,178.9900055,2018-02-22,180.21000669999998,177.41000369999998,178.6999969,18464200,175.93499759999997
1450,1450,1450,183.28999330000002,183.28999330000002,2018-02-23,183.3899994,179.5099945,179.8999939,19007300,179.26500704999998
1451,1451,1451,184.92999269999999,184.92999269999999,2018-02-26,185.66000369999998,183.22000119999998,184.58000180000002,17599700,184.77999880000004
1452,1452,1452,181.46000669999998,181.46000669999998,2018-02-27,184.6999969,181.46000669999998,184.4499969,15849800,187.6199875
1453,1453,1453,178.32000730000001,178.32000730000001,2018-02-28,182.88000490000002,178.1399994,182.3000031,18783000,184.4300003
1454,1454,1454,175.9400024,175.9400024,2018-03-01,180.11999509999998,174.41000369999998,179.0099945,23201600,177.405014
1455,1455,1455,176.61999509999998,176.61999509999998,2018-03-02,177.1100006,172.9900055,173.28999330000002,20025900,172.63500970000004
1456,1456,1456,180.3999939,180.3999939,2018-03-05,181.1499939,175.8899994,176.1999969,16189300,173.85999295
1457,1457,1457,179.77999880000002,179.77999880000002,2018-03-06,182.38000490000002,179.1100006,181.77999880000002,15086800,179.5499878
1458,1458,1458,183.71000669999998,183.71000669999998,2018-03-07,183.82000730000001,178.07000730000001,178.7400055,19097300,182.00999455000004
1459,1459,1459,182.33999630000002,182.33999630000002,2018-03-08,184.3999939,181.4499969,183.5599976,17225900,185.29000855
1460,1460,1460,185.2299957,185.2299957,2018-03-09,185.5099945,183.21000669999998,183.91000369999998,18526300,183.99500270000001
1461,1461,1461,184.7599945,184.7599945,2018-03-12,186.1000061,184.22000119999998,185.2299957,15301200,186.50999445
1462,1462,1462,181.88000490000002,181.88000490000002,2018-03-13,185.9900055,181.1100006,185.6100006,18067500,185.519989
1463,1463,1463,184.1900024,184.1900024,2018-03-14,184.25,181.8500061,182.6000061,16821700,183.09000400000002
1464,1464,1464,183.8600006,183.8600006,2018-03-15,184.0,182.1900024,183.2400055,15614300,182.515007
1465,1465,1465,185.08999630000002,185.08999630000002,2018-03-16,185.33000180000002,183.41000369999998,184.4900055,24403400,183.57500455000002
1466,1466,1466,172.5599976,172.5599976,2018-03-19,177.16999819999998,170.0599976,177.0099945,88140100,186.07999415000006
1467,1467,1467,168.1499939,168.1499939,2018-03-20,170.1999969,161.9499969,167.47000119999998,129851800,173.00999455
1468,1468,1468,169.3899994,169.3899994,2018-03-21,173.3999939,163.3000031,164.8000031,106598800,162.4999924
1469,1469,1469,164.8899994,164.8899994,2018-03-22,170.2700043,163.72000119999998,166.13000490000002,73743000,160.91999819999995
1470,1470,1470,159.3899994,159.3899994,2018-03-23,166.6000061,159.0200043,165.4400024,53609700,163.3050003
1471,1471,1471,160.0599976,160.0599976,2018-03-26,161.1000061,149.0200043,160.82000730000001,126116600,157.76000215
1472,1472,1472,152.22000119999998,152.22000119999998,2018-03-27,162.8500061,150.75,156.3099976,79117000,155.0599976
1473,1473,1473,153.02999880000002,153.02999880000002,2018-03-28,155.88000490000002,150.8000031,151.6499939,60029200,149.8050003
1474,1474,1474,159.78999330000002,159.78999330000002,2018-03-29,161.41999819999998,154.1399994,155.1499939,59434300,149.44499970000004
1475,1475,1475,155.3899994,155.3899994,2018-04-02,159.1999969,154.1100006,157.8099976,36796000,156.27499390000003
1476,1476,1476,156.1100006,156.1100006,2018-04-03,157.3899994,150.8099976,156.5500031,42543900,159.17499545
