,date,est,adj_close,Actual Price Change,Direction,Predicted Price Change,
375,6/1/2018,1084.625698,1119.5,34.51000977,1,-0.364292,0
376,6/4/2018,1118.544416,1139.290039,19.79003906,1,-0.955584,0
377,6/5/2018,1135.551602,1139.660034,0.369995117,1,-3.738437,0
378,6/6/2018,1137.028899,1136.880005,-2.780029297,0,-2.631135,0
379,6/7/2018,1137.216462,1123.859985,-13.02001953,0,0.336457,1
380,6/8/2018,1124.987252,1120.869995,-2.989990234,0,1.127267,1
381,6/11/2018,1121.260559,1129.98999,9.119995117,1,0.390564,1
382,6/12/2018,1130.200285,1139.319946,9.329956055,1,0.210295,1
383,6/13/2018,1138.523525,1134.790039,-4.529907227,0,-0.796421,0
384,6/14/2018,1133.840524,1152.119995,17.32995605,1,-0.949515,0
385,6/15/2018,1152.469816,1152.26001,0.140014648,1,0.349821,1
386,6/18/2018,1149.952491,1173.459961,21.19995117,1,-2.307519,0
387,6/19/2018,1173.682172,1168.060059,-5.399902344,0,0.222211,1
388,6/20/2018,1165.336838,1169.839966,1.779907227,1,-2.723221,0
389,6/21/2018,1170.327288,1157.660034,-12.17993164,0,0.487322,1
390,6/22/2018,1159.146699,1155.47998,-2.180053711,0,1.486665,1
391,6/25/2018,1155.88235,1124.810059,-30.66992188,0,0.40237,1
392,6/26/2018,1127.915212,1118.459961,-6.350097656,0,3.105153,1
393,6/27/2018,1119.419219,1103.97998,-14.47998047,0,0.959258,1
394,6/28/2018,1104.946683,1114.219971,10.23999023,1,0.966703,1
395,6/29/2018,1115.906641,1115.650024,1.430053711,1,1.68667,1
396,7/2/2018,1114.325129,1127.459961,11.80993652,1,-1.324895,0
397,7/3/2018,1127.512788,1102.890015,-24.56994629,0,0.052827,1
398,7/5/2018,1105.953717,1124.27002,21.38000488,1,3.063702,1
399,7/6/2018,1127.061853,1140.170044,15.90002441,1,2.791833,1
400,7/9/2018,1138.034956,1154.050049,13.88000488,1,-2.135088,0
401,7/10/2018,1152.558078,1152.839966,-1.210083008,0,-1.491971,0
402,7/11/2018,1150.982384,1153.900024,1.060058594,1,-1.857582,0
403,7/12/2018,1154.037264,1183.47998,29.57995605,1,0.13724,1
404,7/13/2018,1183.749652,1188.819946,5.33996582,1,0.269672,1
405,7/16/2018,1185.040671,1183.859985,-4.959960938,0,-3.779275,0
406,7/17/2018,1183.887797,1198.800049,14.94006348,1,0.027812,1
407,7/18/2018,1199.147594,1195.880005,-2.920043945,0,0.347545,1
408,7/19/2018,1193.915341,1186.959961,-8.920043945,0,-1.964664,0
409,7/20/2018,1187.636827,1184.910034,-2.049926758,0,0.676866,1
410,7/23/2018,1185.17753,1205.5,20.58996582,1,0.267496,1
411,7/24/2018,1205.801616,1248.079956,42.57995605,1,0.301616,1
412,7/25/2018,1246.966215,1263.699951,15.61999512,1,-1.113741,0
413,7/26/2018,1258.634228,1268.329956,4.630004883,1,-5.065723,0
414,7/27/2018,1266.416787,1238.5,-29.82995605,0,-1.913169,0
415,7/30/2018,1242.161638,1219.73999,-18.76000977,0,3.661638,1
416,7/31/2018,1220.486174,1217.26001,-2.479980469,0,0.746184,1
417,8/1/2018,1217.942684,1220.01001,2.75,1,0.682674,1
418,8/2/2018,1220.262485,1226.150024,6.140014648,1,0.252475,1
419,8/3/2018,1226.012015,1223.709961,-2.440063477,0,-0.138009,0
420,8/6/2018,1223.004533,1224.77002,1.060058594,1,-0.705428,0
421,8/7/2018,1225.019116,1242.219971,17.44995117,1,0.249096,1
422,8/8/2018,1242.357211,1245.609985,3.390014648,1,0.13724,1
423,8/9/2018,1243.390602,1249.099976,3.489990234,1,-2.219383,0
424,8/10/2018,1248.804847,1237.609985,-11.48999023,0,-0.295129,0
425,8/13/2018,1239.103652,1235.01001,-2.599975586,0,1.493667,1
426,8/14/2018,1235.356778,1242.099976,7.08996582,1,0.346768,1
427,8/15/2018,1242.27805,1214.380005,-27.7199707,0,0.178074,1
428,8/16/2018,1217.945382,1206.48999,-7.890014648,0,3.565377,1
429,8/17/2018,1207.249057,1200.959961,-5.530029297,0,0.759067,1
430,8/20/2018,1201.172816,1207.77002,6.810058594,1,0.212855,1
431,8/21/2018,1208.295413,1201.619995,-6.150024414,0,0.525393,1
432,8/22/2018,1201.606746,1207.329956,5.709960938,1,-0.013249,0
433,8/23/2018,1208.014153,1205.380005,-1.949951172,0,0.684197,1
434,8/24/2018,1204.687306,1220.650024,15.27001953,1,-0.692699,0
