,date,est,adj_close,Actual Price Change,Direction,Predicted Price Change,
116,5/22/2017,932.740177,941.8599854,7.849975586,1,-1.2698328,0
117,5/23/2017,941.6573685,948.8200073,6.960021973,1,-0.2026169,0
118,5/24/2017,948.0882382,954.960022,6.140014648,1,-0.7317691,0
119,5/25/2017,954.3098247,969.539978,14.57995605,1,-0.6501973,0
120,5/26/2017,969.2513447,971.4699707,1.929992676,1,-0.2886333,0
121,5/30/2017,969.5796063,975.8800049,4.41003418,1,-1.8903644,0
122,5/31/2017,975.785443,964.8599854,-11.02001953,0,-0.0945619,0
123,6/1/2017,966.2846187,966.9500122,2.090026855,1,1.4246333,1
124,6/2/2017,967.7429628,975.5999756,8.649963379,1,0.7929506,1
125,6/5/2017,975.5665631,983.6799927,8.08001709,1,-0.0334125,0
126,6/6/2017,982.8918245,976.5700073,-7.109985352,0,-0.7881682,0
127,6/7/2017,976.5025249,980.9400024,4.369995117,1,-0.0674824,0
128,6/8/2017,981.7546591,983.4099731,2.469970703,1,0.8146567,1
129,6/9/2017,982.9347326,949.8300171,-33.57995605,0,-0.4752405,0
130,6/12/2017,953.7194691,942.9000244,-6.929992676,0,3.889452,1
131,6/13/2017,943.9516421,953.4000244,10.5,1,1.0516177,1
132,6/14/2017,953.9672059,950.7600098,-2.640014648,0,0.5671815,1
133,6/15/2017,949.4090799,942.3099976,-8.450012207,0,-1.3509299,0
134,6/16/2017,942.9624351,939.7800293,-2.529968262,0,0.6524375,1
135,6/19/2017,940.0064848,957.3699951,17.58996582,1,0.2264555,1
136,6/20/2017,957.6539389,950.6300049,-6.739990234,0,0.2839438,1
137,6/21/2017,948.577867,959.4500122,8.820007324,1,-2.0521379,0
138,6/22/2017,960.0632011,957.0900269,-2.359985352,0,0.6131889,1
139,6/23/2017,955.964556,965.5900269,8.5,1,-1.1254709,0
140,6/26/2017,965.767058,952.2700195,-13.32000732,0,0.1770311,1
141,6/27/2017,953.6705374,927.3300171,-24.94000244,0,1.4005179,1
142,6/28/2017,928.8282386,940.4899902,13.15997314,1,1.4982215,1
143,6/29/2017,943.2329479,917.789978,-22.70001221,0,2.7429577,1
144,6/30/2017,920.3764801,908.7299805,-9.059997559,0,2.5865021,1
145,7/3/2017,909.2770188,898.7000122,-10.02996826,0,0.5470383,1
146,7/5/2017,899.1365793,911.710022,13.01000977,1,0.4365671,1
147,7/6/2017,912.6283671,906.6900024,-5.020019531,0,0.9183451,1
148,7/7/2017,905.1764492,918.5900269,11.90002441,1,-1.5135532,0
149,7/10/2017,918.931063,928.7999878,10.20996094,1,0.3410361,1
150,7/11/2017,927.6752789,930.0900269,1.290039063,1,-1.1247089,0
151,7/12/2017,928.7640153,943.8300171,13.73999023,1,-1.3260116,0
152,7/13/2017,943.9133679,947.1599731,3.329956055,1,0.0833508,1
153,7/14/2017,945.4418125,955.9899902,8.83001709,1,-1.7181606,0
154,7/17/2017,955.8527231,953.4199829,-2.570007324,0,-0.1372671,0
155,7/18/2017,952.3085509,965.4000244,11.9800415,1,-1.111432,0
156,7/19/2017,965.6215395,970.8900146,5.489990234,1,0.2215151,1
157,7/20/2017,969.5210686,968.1500244,-2.739990234,0,-1.368946,0
158,7/21/2017,967.6041488,972.9199829,4.769958496,1,-0.5458756,0
159,7/24/2017,973.1252317,980.3400269,7.420043945,1,0.2052488,1
160,7/25/2017,980.0148252,950.7000122,-29.64001465,0,-0.3252017,0
161,7/26/2017,954.5058232,947.7999878,-2.900024414,0,3.805811,1
162,7/27/2017,948.9615129,934.0900269,-13.70996094,0,1.1615251,1
163,7/28/2017,935.2797372,941.5300293,7.440002441,1,1.1897103,1
164,7/31/2017,943.0514672,930.5,-11.0300293,0,1.5214379,1
165,8/1/2017,931.5902528,930.8300171,0.33001709,1,1.0902528,1
166,8/2/2017,931.4031667,930.3900146,-0.440002441,0,0.5731496,1
167,8/3/2017,930.4270001,923.6500244,-6.739990234,0,0.0369855,1
168,8/4/2017,924.3365038,927.960022,4.309997559,1,0.6864794,1
169,8/7/2017,928.7377104,929.3599854,1.399963379,1,0.7776884,1
170,8/8/2017,928.8381159,926.789978,-2.570007324,0,-0.5218695,0
171,8/9/2017,927.0941833,922.9000244,-3.889953613,0,0.3042053,1
172,8/10/2017,923.1055017,907.2399902,-15.66003418,0,0.2054773,1
173,8/11/2017,908.5424791,914.3900146,7.150024414,1,1.3024889,1
174,8/14/2017,916.0220766,922.6699829,8.279968262,1,1.632062,1
175,8/15/2017,922.0842506,922.2199707,-0.450012207,0,-0.5857323,0
176,8/16/2017,921.1117489,926.960022,4.74005127,1,-1.1082218,0
177,8/17/2017,927.0286927,910.9799805,-15.9800415,0,0.0686707,1
178,8/18/2017,913.0551552,910.6699829,-0.309997559,0,2.0751747,1
179,8/21/2017,911.4148146,906.6599731,-4.010009766,0,0.7448317,1
180,8/22/2017,907.0633476,924.6900024,18.0300293,1,0.4033745,1
181,8/23/2017,925.0283007,927,2.309997559,1,0.3382983,1
182,8/24/2017,924.6595153,921.2800293,-5.719970703,0,-2.3404847,0
183,8/25/2017,922.0187597,915.8900146,-5.390014648,0,0.7387304,1
184,8/28/2017,916.1066154,913.8099976,-2.08001709,0,0.2166008,1
185,8/29/2017,913.9411735,921.289978,7.479980469,1,0.1311759,1
186,8/30/2017,921.445896,929.5700073,8.280029297,1,0.155918,1
187,8/31/2017,928.9423084,939.3300171,9.760009766,1,-0.6276989,0
188,9/1/2017,938.6582827,937.3400269,-1.989990234,0,-0.6717344,0
189,9/5/2017,936.0599779,928.4500122,-8.890014648,0,-1.280049,0
190,9/6/2017,929.2106458,927.8099976,-0.640014648,0,0.7606336,1
191,9/7/2017,928.1787337,935.9500122,8.140014648,1,0.3687361,1
192,9/8/2017,936.0632121,926.5,-9.450012207,0,0.1131999,1
193,9/11/2017,927.0581593,929.0800171,2.58001709,1,0.5581593,1
194,9/12/2017,929.8644779,932.0700073,2.989990234,1,0.7844608,1
195,9/13/2017,931.8587379,935.0900269,3.020019531,1,-0.2112694,0
196,9/14/2017,934.8273003,925.1099854,-9.980041504,0,-0.2627266,0
197,9/15/2017,926.4071617,920.289978,-4.820007324,0,1.2971763,1
198,9/18/2017,920.5232765,915,-5.289978027,0,0.2332985,1
199,9/19/2017,915.2291313,921.8099976,6.809997559,1,0.2291313,1
200,9/20/2017,922.2969972,931.5800171,9.770019531,1,0.4869996,1
201,9/21/2017,931.0893769,932.4500122,0.869995117,1,-0.4906402,0
202,9/22/2017,931.1688333,928.5300293,-3.91998291,0,-1.2811789,0
203,9/25/2017,929.0280806,920.9699707,-7.560058594,0,0.4980513,1
204,9/26/2017,921.4318163,924.8599854,3.890014648,1,0.4618456,1
205,9/27/2017,925.6844084,944.4899902,19.63000488,1,0.824423,1
206,9/28/2017,944.4778179,949.5,5.010009766,1,-0.0121723,0
207,9/29/2017,947.0570278,959.1099854,9.609985352,1,-2.4429722,0
208,10/2/2017,958.8200191,953.2700195,-5.83996582,0,-0.2899663,0
209,10/3/2017,952.5217356,957.789978,4.519958496,1,-0.7482839,0
210,10/4/2017,958.4682178,951.6799927,-6.109985352,0,0.6782398,1
211,10/5/2017,952.206607,969.960022,18.2800293,1,0.5266143,1
212,10/6/2017,970.3873203,978.8900146,8.929992676,1,0.4272983,1
213,10/9/2017,976.8297989,977,-1.890014648,0,-2.0602157,0
214,10/10/2017,975.8318992,972.5999756,-4.400024414,0,-1.1681008,0
215,10/11/2017,972.8967407,989.25,16.65002441,1,0.2967651,1
216,10/12/2017,989.5879427,987.8300171,-1.41998291,0,0.3379427,1
217,10/13/2017,985.6015778,989.6799927,1.849975586,1,-2.2284393,0
218,10/16/2017,989.8095951,992,2.320007324,1,0.1296024,1
219,10/17/2017,991.8551129,992.1799927,0.179992676,1,-0.1448871,0
220,10/18/2017,991.8749503,992.8099976,0.630004883,1,-0.3050424,0
221,10/19/2017,992.8053278,984.4500122,-8.359985352,0,-0.0046698,0
222,10/20/2017,985.4197222,988.2000122,3.75,1,0.96971,1
223,10/23/2017,989.0649692,968.4500122,-19.75,0,0.864957,1
224,10/24/2017,970.9221084,970.539978,2.08996582,1,2.4720962,1
225,10/25/2017,971.7460396,973.3300171,2.790039063,1,1.2060616,1
226,10/26/2017,973.1723672,972.5599976,-0.770019531,0,-0.1576499,0
227,10/27/2017,972.2056348,1019.27002,46.71002197,1,-0.3543628,0
228,10/30/2017,1019.806502,1017.109985,-2.16003418,0,0.536482,1
229,10/31/2017,1010.859984,1016.640015,-0.469970703,0,-6.250001,0
230,11/1/2017,1016.706253,1025.5,8.859985352,1,0.066238,1
231,11/2/2017,1025.614774,1025.579956,0.079956055,1,0.114774,1
232,11/3/2017,1024.40038,1032.47998,6.900024414,1,-1.179576,0
233,11/6/2017,1032.550752,1025.900024,-6.579956055,0,0.070772,1
234,11/7/2017,1025.983487,1033.329956,7.429931641,1,0.083463,1
235,11/8/2017,1033.992334,1039.849976,6.520019531,1,0.662378,1
236,11/9/2017,1039.154326,1031.26001,-8.58996582,0,-0.69565,0
237,11/10/2017,1031.965785,1028.069946,-3.190063477,0,0.705775,1
238,11/13/2017,1028.281601,1025.75,-2.319946289,0,0.211655,1
239,11/14/2017,1025.838883,1026,0.25,1,0.088883,1
240,11/15/2017,1026.142237,1020.909973,-5.090026855,0,0.142237,1
241,11/16/2017,1021.487721,1032.5,11.59002686,1,0.577748,1
242,11/17/2017,1032.847018,1019.090027,-13.40997314,0,0.347018,1
243,11/20/2017,1019.872826,1018.380005,-0.710021973,0,0.782799,1
244,11/21/2017,1018.960176,1034.48999,16.10998535,1,0.580171,1
245,11/22/2017,1034.693079,1035.959961,1.469970703,1,0.203089,1
246,11/24/2017,1033.848514,1040.609985,4.650024414,1,-2.111447,0
247,11/27/2017,1040.56345,1054.209961,13.59997559,1,-0.046535,0
248,11/28/2017,1054.042727,1047.410034,-6.799926758,0,-0.167234,0
249,11/29/2017,1046.059943,1021.659973,-25.75006104,0,-1.350091,0
250,11/30/2017,1023.763152,1021.409973,-0.25,0,2.103179,1
251,12/1/2017,1022.63625,1010.169983,-11.23999023,0,1.226277,1
252,12/4/2017,1011.365182,998.6799927,-11.48999023,0,1.195199,1
253,12/5/2017,999.1591972,1005.150024,6.470031738,1,0.4792045,1
254,12/6/2017,1006.439092,1018.380005,13.22998047,1,1.289068,1
255,12/7/2017,1018.026339,1030.930054,12.55004883,1,-0.353666,0
256,12/8/2017,1029.732911,1037.050049,6.119995117,1,-1.197143,0
257,12/11/2017,1035.635059,1041.099976,4.049926758,1,-1.41499,0
258,12/12/2017,1040.464271,1040.47998,-0.619995117,0,-0.635705,0
259,12/13/2017,1039.941855,1040.609985,0.130004883,1,-0.538125,0
260,12/14/2017,1040.656249,1049.150024,8.540039063,1,0.046264,1
261,12/15/2017,1049.236198,1064.189941,15.03991699,1,0.086174,1
262,12/18/2017,1063.659419,1077.140015,12.95007324,1,-0.530522,0
263,12/19/2017,1075.720644,1070.680054,-6.459960938,0,-1.419371,0
264,12/20/2017,1069.39184,1064.949951,-5.730102539,0,-1.288214,0
265,12/21/2017,1065.175215,1063.630005,-1.319946289,0,0.225264,1
266,12/22/2017,1063.801673,1060.119995,-3.510009766,0,0.171668,1
267,12/26/2017,1060.371711,1056.73999,-3.380004883,0,0.251716,1
268,12/27/2017,1056.877062,1049.369995,-7.369995117,0,0.137072,1
269,12/28/2017,1049.851014,1048.140015,-1.229980469,0,0.481019,1
270,12/29/2017,1048.389504,1046.400024,-1.739990234,0,0.249489,1
271,1/2/2018,1046.488085,1065,18.59997559,1,0.088061,1
272,1/3/2018,1065.268558,1082.47998,17.47998047,1,0.268558,1
273,1/4/2018,1080.789791,1086.400024,3.920043945,1,-1.690189,0
274,1/5/2018,1084.199798,1102.22998,15.82995605,1,-2.200226,0
275,1/8/2018,1102.16141,1106.939941,4.709960938,1,-0.06857,0
276,1/9/2018,1105.00192,1106.26001,-0.679931641,0,-1.938021,0
277,1/10/2018,1105.633217,1102.609985,-3.650024414,0,-0.626793,0
278,1/11/2018,1102.935955,1105.52002,2.91003418,1,0.32597,1
279,1/12/2018,1105.94242,1122.26001,16.73999023,1,0.4224,1
280,1/16/2018,1122.278085,1121.76001,-0.5,0,0.018075,1
281,1/17/2018,1119.522263,1131.97998,10.2199707,1,-2.237747,0
282,1/18/2018,1132.110749,1129.790039,-2.189941406,0,0.130769,1
283,1/19/2018,1128.454454,1137.51001,7.719970703,1,-1.335585,0
284,1/22/2018,1137.6727,1155.810059,18.30004883,1,0.16269,1
285,1/23/2018,1155.446462,1169.969971,14.15991211,1,-0.363597,0
286,1/24/2018,1168.168751,1164.23999,-5.729980469,0,-1.80122,0
287,1/25/2018,1162.626498,1170.369995,6.130004883,1,-1.613492,0
288,1/26/2018,1170.965834,1175.839966,5.469970703,1,0.595839,1
289,1/29/2018,1175.270094,1175.579956,-0.260009766,0,-0.569872,0
290,1/30/2018,1174.84801,1163.689941,-11.89001465,0,-0.731946,0
291,1/31/2018,1164.954721,1169.939941,6.25,1,1.26478,1
292,2/1/2018,1171.245977,1167.699951,-2.239990234,0,1.306036,1
293,2/2/2018,1166.952907,1111.900024,-55.79992676,0,-0.747044,0
294,2/5/2018,1117.729868,1055.800049,-56.09997559,0,5.829844,1
295,2/6/2018,1058.120663,1080.599976,24.79992676,1,2.320614,1
296,2/7/2018,1086.36916,1048.579956,-32.02001953,0,5.769184,1
297,2/8/2018,1051.104469,1001.52002,-47.05993652,0,2.524513,1
298,2/9/2018,1003.960103,1037.780029,36.26000977,1,2.440083,1
299,2/12/2018,1043.247775,1051.939941,14.15991211,1,5.467746,1
300,2/13/2018,1047.669889,1052.099976,0.16003418,1,-4.270052,0
301,2/14/2018,1050.215379,1069.699951,17.59997559,1,-1.884597,0
302,2/15/2018,1069.882459,1089.52002,19.82006836,1,0.182508,1
303,2/16/2018,1088.0564,1094.800049,5.280029297,1,-1.46362,0
304,2/20/2018,1092.34385,1102.459961,7.659912109,1,-2.456199,0
305,2/21/2018,1102.082342,1111.339966,8.880004883,1,-0.377619,0
306,2/22/2018,1110.712832,1106.630005,-4.709960938,0,-0.627134,0
307,2/23/2018,1105.797789,1126.790039,20.16003418,1,-0.832216,0
308,2/26/2018,1127.176279,1143.75,16.95996094,1,0.38624,1
309,2/27/2018,1141.829214,1118.290039,-25.45996094,0,-1.920786,0
310,2/28/2018,1120.844864,1104.72998,-13.56005859,0,2.554825,1
311,3/1/2018,1105.329528,1069.52002,-35.20996094,0,0.599548,1
312,3/2/2018,1072.018766,1078.920044,9.400024414,1,2.498746,1
313,3/5/2018,1081.81496,1090.930054,12.01000977,1,2.894916,1
314,3/6/2018,1090.201896,1095.060059,4.130004883,1,-0.728158,0
315,3/7/2018,1093.617294,1109.640015,14.57995605,1,-1.442765,0
316,3/8/2018,1109.5349,1126,16.35998535,1,-0.105115,0
317,3/9/2018,1124.785203,1160.040039,34.04003906,1,-1.214797,0
318,3/12/2018,1159.160176,1164.5,4.459960938,1,-0.879863,0
319,3/13/2018,1160.084851,1138.170044,-26.32995605,0,-4.415149,0
320,3/14/2018,1141.429267,1149.48999,11.31994629,1,3.259223,1
321,3/15/2018,1152.165999,1149.579956,0.08996582,1,2.676009,1
322,3/16/2018,1148.072655,1135.72998,-13.84997559,0,-1.507301,0
323,3/19/2018,1137.243469,1099.819946,-35.91003418,0,1.513489,1
324,3/20/2018,1102.366716,1097.709961,-2.109985352,0,2.54677,1
325,3/21/2018,1099.243688,1090.880005,-6.829956055,0,1.533727,1
326,3/22/2018,1091.409506,1049.079956,-41.80004883,0,0.529501,1
327,3/23/2018,1052.910311,1021.570007,-27.50994873,0,3.830355,1
328,3/26/2018,1022.645456,1053.209961,31.63995361,1,1.075449,1
329,3/27/2018,1055.946966,1005.099976,-48.10998535,0,2.737005,1
330,3/28/2018,1009.999358,1004.559998,-0.539978027,0,4.899382,1
331,3/29/2018,1006.843427,1031.790039,27.2300415,1,2.283429,1
332,4/2/2018,1032.106606,1006.469971,-25.32006836,0,0.316567,1
333,4/3/2018,1006.619513,1013.409973,6.940002441,1,0.149542,1
334,4/4/2018,1015.51539,1025.140015,11.7300415,1,2.105417,1
335,4/5/2018,1024.69487,1027.810059,2.670043945,1,-0.445145,0
336,4/6/2018,1026.335361,1007.039978,-20.77008057,0,-1.474698,0
337,4/9/2018,1009.546037,1015.450012,8.41003418,1,2.506059,1
338,4/10/2018,1017.506676,1031.640015,16.19000244,1,2.056664,1
339,4/11/2018,1031.15478,1019.969971,-11.67004395,0,-0.485235,0
340,4/12/2018,1019.14554,1032.51001,12.54003906,1,-0.824431,0
341,4/13/2018,1033.720465,1029.27002,-3.239990234,0,1.210455,1
342,4/16/2018,1027.662143,1037.97998,8.709960938,1,-1.607877,0
343,4/17/2018,1038.201405,1074.160034,36.18005371,1,0.221425,1
344,4/18/2018,1074.022759,1072.079956,-2.080078125,0,-0.137275,0
345,4/19/2018,1067.237088,1087.699951,15.61999512,1,-4.842868,0
346,4/20/2018,1087.946578,1072.959961,-14.73999023,0,0.246627,1
347,4/23/2018,1073.105686,1067.449951,-5.510009766,0,0.145725,1
348,4/24/2018,1067.812346,1019.97998,-47.4699707,0,0.362395,1
349,4/25/2018,1024.562427,1021.179993,1.200012207,1,4.582447,1
350,4/26/2018,1023.62177,1040.040039,18.86004639,1,2.441777,1
351,4/27/2018,1040.185537,1030.050049,-9.989990234,0,0.145498,1
352,4/30/2018,1028.279991,1017.330017,-12.72003174,0,-1.770058,0
353,5/1/2018,1017.932284,1037.310059,19.9800415,1,0.602267,1
354,5/2/2018,1038.325713,1024.380005,-12.93005371,0,1.015654,1
355,5/3/2018,1023.003098,1023.719971,-0.66003418,0,-1.376907,0
356,5/4/2018,1024.281743,1048.209961,24.48999023,1,0.561772,1
357,5/7/2018,1048.501887,1054.790039,6.580078125,1,0.291926,1
358,5/8/2018,1051.757776,1053.910034,-0.880004883,0,-3.032263,0
359,5/9/2018,1053.032948,1082.76001,28.84997559,1,-0.877086,0
360,5/10/2018,1083.108085,1097.569946,14.80993652,1,0.348075,1
361,5/11/2018,1094.355508,1098.26001,0.690063477,1,-3.214438,0
362,5/14/2018,1096.300226,1100.199951,1.939941406,1,-1.959784,0
363,5/15/2018,1100.173658,1079.22998,-20.9699707,0,-0.026293,0
364,5/16/2018,1081.695199,1081.77002,2.540039063,1,2.465219,1
365,5/17/2018,1083.091229,1078.589966,-3.180053711,0,1.321209,1
366,5/18/2018,1078.823727,1066.359985,-12.22998047,0,0.233761,1
367,5/21/2018,1067.363594,1079.579956,13.2199707,1,1.003609,1
368,5/22/2018,1080.844136,1069.72998,-9.849975586,0,1.26418,1
369,5/23/2018,1069.139109,1079.689941,9.959960938,1,-0.590871,0
370,5/24/2018,1080.745567,1079.23999,-0.449951172,0,1.055626,1
371,5/25/2018,1077.907368,1075.660034,-3.579956055,0,-1.332622,0
372,5/29/2018,1076.002034,1060.319946,-15.34008789,0,0.342,1
373,5/30/2018,1061.618146,1067.800049,7.480102539,1,1.2982,1
374,5/31/2018,1069.440612,1084.98999,17.18994141,1,1.640563,1
