,date,est,adj_close,Actual Price Change,Direction,,
127,11/27/2017,182.4240615,183.0299988,0.25,1,-0.3559373,0
128,11/28/2017,182.8956073,182.4199982,-0.61000061,0,-0.1343915,0
129,11/29/2017,182.5496893,175.1300049,-7.289993286,0,0.1296911,1
130,11/30/2017,177.0388902,177.1799927,2.049987793,1,1.9088853,1
131,12/1/2017,177.215625,175.1000061,-2.079986572,0,0.0356323,1
132,12/4/2017,175.2792079,171.4700012,-3.630004883,0,0.1792018,1
133,12/5/2017,172.5001973,172.8300018,1.36000061,1,1.0301961,1
134,12/6/2017,172.7796195,176.0599976,3.229995728,1,-0.0503823,0
135,12/7/2017,175.5066837,180.1399994,4.080001831,1,-0.5533139,0
136,12/8/2017,179.4495332,179,-1.13999939,0,-0.6904662,0
137,12/11/2017,178.7838513,179.0399933,0.039993286,1,-0.2161487,0
138,12/12/2017,179.1031275,176.9600067,-2.079986572,0,0.0631342,1
139,12/13/2017,177.4917946,178.3000031,1.339996338,1,0.5317879,1
140,12/14/2017,178.1542712,178.3899994,0.089996338,1,-0.1457319,0
141,12/15/2017,178.3004538,180.1799927,1.789993286,1,-0.0895456,0
142,12/18/2017,179.8541532,180.8200073,0.640014648,1,-0.3258395,0
143,12/19/2017,180.6622913,179.5099945,-1.310012817,0,-0.157716,0
144,12/20/2017,179.7701068,177.8899994,-1.619995117,0,0.2601123,1
145,12/21/2017,178.3665623,177.4499969,-0.440002441,0,0.4765629,1
146,12/22/2017,177.6501226,177.1999969,-0.25,0,0.2001257,1
147,12/26/2017,177.2856233,175.9900055,-1.209991455,0,0.0856264,1
148,12/27/2017,176.3142879,177.6199951,1.629989624,1,0.3242824,1
149,12/28/2017,177.3382668,177.9199982,0.300003052,1,-0.2817283,0
150,12/29/2017,177.7997155,176.4600067,-1.459991455,0,-0.1202827,0
151,1/2/2018,176.8105317,181.4199982,4.959991455,1,0.350525,1
152,1/3/2018,180.474966,184.6699982,3.25,1,-0.9450322,0
153,1/4/2018,184.0636664,184.3300018,-0.339996338,0,-0.6063318,0
154,1/5/2018,184.1357718,186.8500061,2.520004272,1,-0.19423,0
155,1/8/2018,186.3762931,188.2799988,1.429992676,1,-0.473713,0
156,1/9/2018,187.9999571,187.8699951,-0.410003662,0,-0.2800417,0
157,1/10/2018,187.7947673,187.8399963,-0.029998779,0,-0.0752278,0
158,1/11/2018,187.8722658,187.7700043,-0.069992065,0,0.0322695,1
159,1/12/2018,187.7894398,179.3699951,-8.400009155,0,0.0194355,1
160,1/16/2018,181.5325724,178.3899994,-0.979995728,0,2.1625773,1
161,1/17/2018,179.1317823,177.6000061,-0.789993286,0,0.7417829,1
162,1/18/2018,177.8488375,179.8000031,2.199996948,1,0.2488314,1
163,1/19/2018,179.3811888,181.2899933,1.489990234,1,-0.4188143,0
164,1/22/2018,181.0146667,185.3699951,4.080001831,1,-0.2753266,0
165,1/23/2018,184.6664438,189.3500061,3.980010986,1,-0.7035513,0
166,1/24/2018,188.6644367,186.5500031,-2.800003052,0,-0.6855694,0
167,1/25/2018,186.5581943,187.4799957,0.929992676,1,0.0081912,1
168,1/26/2018,187.4650605,190,2.520004272,1,-0.0149352,0
169,1/29/2018,189.5656673,185.9799957,-4.020004272,0,-0.4343327,0
170,1/30/2018,186.6625984,187.1199951,1.13999939,1,0.6826027,1
171,1/31/2018,187.1377263,186.8899994,-0.229995728,0,0.0177312,1
172,2/1/2018,186.8257835,193.0899963,6.199996948,1,-0.0642159,0
173,2/2/2018,191.9427523,190.2799988,-2.809997559,0,-1.147244,0
174,2/5/2018,190.0332583,181.2599945,-9.020004272,0,-0.2467405,0
175,2/6/2018,183.7196954,185.3099976,4.050003052,1,2.4597009,1
176,2/7/2018,185.0489368,180.1799927,-5.130004883,0,-0.2610608,0
177,2/8/2018,180.8569975,171.5800018,-8.599990845,0,0.6770048,1
178,2/9/2018,174.0293511,176.1100006,4.529998779,1,2.4493493,1
179,2/12/2018,175.723103,176.4100037,0.300003052,1,-0.3868976,0
180,2/13/2018,176.1075002,173.1499939,-3.260009766,0,-0.3025035,0
181,2/14/2018,173.966309,179.5200043,6.370010376,1,0.8163151,1
182,2/15/2018,178.3312188,179.9600067,0.440002441,1,-1.1887855,0
183,2/16/2018,179.5337083,177.3600006,-2.600006104,0,-0.4262984,0
184,2/20/2018,177.9936414,176.0099945,-1.350006104,0,0.6336408,1
185,2/21/2018,176.4847908,177.9100037,1.900009155,1,0.4747963,1
186,2/22/2018,177.5771604,178.9900055,1.080001831,1,-0.3328433,0
187,2/23/2018,178.7786387,183.2899933,4.299987793,1,-0.2113668,0
188,2/26/2018,182.5358487,184.9299927,1.63999939,1,-0.7541446,0
189,2/27/2018,184.5411273,181.4600067,-3.469985962,0,-0.3888654,0
190,2/28/2018,182.1593883,178.3200073,-3.13999939,0,0.6993816,1
191,3/1/2018,179.2878025,175.9400024,-2.380004883,0,0.9677952,1
192,3/2/2018,176.699236,176.6199951,0.679992676,1,0.7592336,1
193,3/5/2018,176.6294754,180.3999939,3.779998779,1,0.0094803,1
194,3/6/2018,179.7287064,179.7799988,-0.619995117,0,-0.6712875,0
195,3/7/2018,179.5618759,183.7100067,3.930007935,1,-0.2181229,0
196,3/8/2018,182.9689958,182.3399963,-1.370010376,0,-0.7410109,0
197,3/9/2018,182.1477047,185.2299957,2.88999939,1,-0.1922916,0
198,3/12/2018,184.6866842,184.7599945,-0.470001221,0,-0.5433115,0
199,3/13/2018,184.593087,181.8800049,-2.879989624,0,-0.1669075,0
200,3/14/2018,182.6459058,184.1900024,2.309997559,1,0.7659009,1
201,3/15/2018,183.8862755,183.8600006,-0.330001831,0,-0.3037269,0
202,3/16/2018,183.7249982,185.0899963,1.229995728,1,-0.1350024,0
203,3/19/2018,184.8558334,172.5599976,-12.52999878,0,-0.2341629,0
204,3/20/2018,175.691443,168.1499939,-4.410003662,0,3.1314454,1
205,3/21/2018,169.9339386,169.3899994,1.240005493,1,1.7839447,1
206,3/22/2018,169.4115775,164.8899994,-4.5,0,0.0215781,1
207,3/23/2018,165.9343939,159.3899994,-5.5,0,1.0443945,1
208,3/26/2018,161.0103505,160.0599976,0.669998169,1,1.6203511,1
209,3/27/2018,160.2648764,152.2200012,-7.839996338,0,0.2048788,1
210,3/28/2018,154.1871777,153.0299988,0.809997559,1,1.9671765,1
211,3/29/2018,153.3520655,159.7899933,6.759994507,1,0.3220667,1
212,4/2/2018,158.5758587,155.3899994,-4.399993896,0,-1.2141346,0
213,4/3/2018,155.3279158,156.1100006,0.720001221,1,-0.0620836,0
214,4/4/2018,156.2361175,155.1000061,-1.009994507,0,0.1261169,1
215,4/5/2018,155.2515934,159.3399963,4.239990234,1,0.1515873,1
216,4/6/2018,158.5341571,157.1999969,-2.13999939,0,-0.8058392,0
217,4/9/2018,157.05747,157.9299927,0.729995728,1,-0.1425269,0
218,4/10/2018,157.9147201,165.0399933,7.11000061,1,-0.0152726,0
219,4/11/2018,163.7587776,166.3200073,1.280014038,1,-1.2812157,0
220,4/12/2018,165.7972935,163.8699951,-2.450012207,0,-0.5227138,0
221,4/13/2018,164.3402664,164.5200043,0.650009155,1,0.4702713,1
222,4/16/2018,164.5398049,164.8300018,0.309997559,1,0.0198006,1
223,4/17/2018,164.7646611,168.6600037,3.830001831,1,-0.0653407,0
224,4/18/2018,167.9669354,166.3600006,-2.300003052,0,-0.6930683,0
225,4/19/2018,166.2881477,168.1000061,1.740005493,1,-0.0718529,0
226,4/20/2018,167.8813676,166.2799988,-1.820007324,0,-0.2186385,0
227,4/23/2018,166.4489865,165.8399963,-0.440002441,0,0.1689877,1
228,4/24/2018,166.052264,159.6900024,-6.149993896,0,0.2122677,1
229,4/25/2018,161.2962675,159.6900024,0,0,1.6062651,1
230,4/26/2018,160.0765393,174.1600037,14.47000122,1,0.3865369,1
231,4/27/2018,171.500624,173.5899963,-0.570007324,0,-2.6593797,0
232,4/30/2018,172.6910187,172,-1.589996338,0,-0.8989776,0
233,5/1/2018,172.4367903,173.8600006,1.86000061,1,0.4367903,1
234,5/2/2018,173.5551092,176.0700073,2.210006714,1,-0.3048914,0
235,5/3/2018,175.6951248,174.0200043,-2.050003052,0,-0.3748825,0
236,5/4/2018,174.1552022,176.6100006,2.589996338,1,0.1351979,1
237,5/7/2018,176.1721774,177.9700012,1.36000061,1,-0.4378232,0
238,5/8/2018,177.6953337,178.9199982,0.949996948,1,-0.2746675,0
239,5/9/2018,178.7459291,182.6600037,3.740005493,1,-0.1740691,0
240,5/10/2018,182.0043803,185.5299988,2.869995117,1,-0.6556234,0
241,5/11/2018,185.015917,186.9900055,1.460006714,1,-0.5140818,0
242,5/14/2018,186.6911258,186.6399994,-0.350006104,0,-0.2988797,0
243,5/15/2018,186.5599818,184.3200073,-2.319992065,0,-0.0800176,0
244,5/16/2018,184.9355791,183.1999969,-1.120010376,0,0.6155718,1
245,5/17/2018,183.6030682,183.7599945,0.559997559,1,0.4030713,1
246,5/18/2018,183.7158391,182.6799927,-1.080001831,0,-0.0441554,0
247,5/21/2018,182.8881419,184.4900055,1.810012817,1,0.2081492,1
248,5/22/2018,184.1596421,183.8000031,-0.690002441,0,-0.3303634,0
249,5/23/2018,183.7157926,186.8999939,3.099990845,1,-0.0842105,0
250,5/24/2018,186.3115089,185.9299927,-0.970001221,0,-0.588485,0
251,5/25/2018,185.7713458,184.9199982,-1.009994507,0,-0.1586469,0
252,5/29/2018,185.2242325,185.7400055,0.820007324,1,0.3042343,1
253,5/30/2018,185.6312124,187.6699982,1.929992676,1,-0.1087931,0
254,5/31/2018,187.3395157,191.7799988,4.11000061,1,-0.3304825,0
255,6/1/2018,191.0792627,193.9900055,2.210006714,1,-0.7007361,0
256,6/4/2018,193.5480114,193.2799988,-0.710006714,0,-0.4419941,0
257,6/5/2018,193.1679897,192.9400024,-0.339996338,0,-0.1120091,0
258,6/6/2018,193.0626858,191.3399963,-1.600006104,0,0.1226834,1
259,6/7/2018,191.7692409,188.1799927,-3.160003662,0,0.4292446,1
260,6/8/2018,189.0678424,189.1000061,0.920013428,1,0.8878497,1
261,6/11/2018,189.1091472,191.5399933,2.439987183,1,0.0091411,1
262,6/12/2018,191.1198757,192.3999939,0.86000061,1,-0.4201176,0
263,6/13/2018,192.1861919,192.4100037,0.010009766,1,-0.213802,0
264,6/14/2018,192.3547818,196.8099976,4.399993896,1,-0.0552219,0
265,6/15/2018,196.001686,195.8500061,-0.959991455,0,-0.8083116,0
266,6/18/2018,195.6049594,198.3099976,2.459991455,1,-0.2450467,0
267,6/19/2018,197.842604,197.4900055,-0.819992065,0,-0.4673936,0
268,6/20/2018,197.367163,202,4.509994507,1,-0.1228425,0
269,6/21/2018,201.1472024,201.5,-0.5,0,-0.8527976,0
270,6/22/2018,201.231446,201.7400055,0.240005493,1,-0.268554,0
271,6/25/2018,201.7223563,196.3500061,-5.38999939,0,-0.0176492,0
272,6/26/2018,197.7187308,199,2.649993896,1,1.3687247,1
273,6/27/2018,198.7968051,195.8399963,-3.160003662,0,-0.2031949,0
274,6/28/2018,196.2201059,196.2299957,0.38999939,1,0.3801096,1
275,6/29/2018,196.3466649,194.3200073,-1.909988403,0,0.1166692,1
276,7/2/2018,194.7788283,197.3600006,3.039993286,1,0.458821,1
277,7/3/2018,196.8107649,192.7299957,-4.630004883,0,-0.5492357,0
278,7/5/2018,193.4851639,198.4499969,5.720001221,1,0.7551682,1
279,7/6/2018,197.4912365,203.2299957,4.779998779,1,-0.9587604,0
280,7/9/2018,202.3880773,204.7400055,1.510009766,1,-0.8419184,0
281,7/10/2018,204.3372954,203.5399933,-1.200012207,0,-0.4027101,0
282,7/11/2018,203.5765363,202.5399933,-1,0,0.036543,1
283,7/12/2018,202.8529286,206.9199982,4.380004883,1,0.3129353,1
284,7/13/2018,206.0881466,207.3200073,0.400009155,1,-0.8318516,0
285,7/16/2018,207.0217514,207.2299957,-0.090011597,0,-0.2982559,0
286,7/17/2018,207.2078281,209.9900055,2.760009766,1,-0.0221676,0
287,7/18/2018,209.4797054,209.3600006,-0.630004883,0,-0.5103001,0
288,7/19/2018,209.2074114,208.0899963,-1.270004272,0,-0.1525892,0
289,7/20/2018,208.4462712,209.9400024,1.850006104,1,0.3562749,1
290,7/23/2018,209.6127826,210.9100037,0.970001221,1,-0.3272198,0
291,7/24/2018,210.7139799,214.6699982,3.759994507,1,-0.1960238,0
292,7/25/2018,214.0113024,217.5,2.830001831,1,-0.6586958,0
293,7/26/2018,216.9908928,176.2599945,-41.24000549,0,-0.5091072,0
294,7/27/2018,186.6604742,174.8899994,-1.369995117,0,10.4004797,1
295,7/30/2018,177.7769403,171.0599976,-3.830001831,0,2.8869409,1
296,7/31/2018,172.1120132,172.5800018,1.520004272,1,1.0520156,1
297,8/1/2018,172.5096861,171.6499939,-0.930007935,0,-0.0703157,0
298,8/2/2018,171.6245917,176.3699951,4.720001221,1,-0.0254022,0
299,8/3/2018,175.4760526,177.7799988,1.410003662,1,-0.8939425,0
300,8/6/2018,177.3894995,185.6900024,7.910003662,1,-0.3904993,0
301,8/7/2018,184.2848485,183.8099976,-1.880004883,0,-1.4051539,0
302,8/8/2018,183.375789,185.1799927,1.369995117,1,-0.4342086,0
303,8/9/2018,185.0130832,183.0899963,-2.089996338,0,-0.1669095,0
304,8/10/2018,183.431397,180.2599945,-2.830001831,0,0.3414007,1
305,8/13/2018,181.0835775,180.0500031,-0.209991455,0,0.823583,1
306,8/14/2018,180.2733812,181.1100006,1.059997559,1,0.2233781,1
307,8/15/2018,180.9092214,179.5299988,-1.580001831,0,-0.2007792,0
308,8/16/2018,179.7825355,174.6999969,-4.830001831,0,0.2525367,1
309,8/17/2018,176.0203624,173.8000031,-0.899993896,0,1.3203655,1
310,8/20/2018,174.302107,172.5,-1.300003052,0,0.5021039,1
311,8/21/2018,172.8756647,172.6199951,0.119995117,1,0.3756647,1
312,8/22/2018,172.6763744,173.6399994,1.020004272,1,0.0563793,1
313,8/23/2018,173.4567241,172.8999939,-0.740005493,0,-0.1832753,0
314,8/24/2018,172.9072381,174.6499939,1.75,1,0.0072442,1
