,unnamed:_0,ticker,open,close,adj_close,low,high,volume,date,est_N4,Actual Diff,Direction
1846,97223,AAPL,146.5200043,146.5299988,143.1917725,145.8099976,147.1399994,23371900,5/4/2017,145.5957489,-0.517929,0
1847,97224,AAPL,146.7599945,148.9600067,145.5664215,146.7599945,148.9799957,27327700,5/5/2017,143.4263,2.374649,1
1848,97238,AAPL,149.0299988,153.0099945,149.5241394,149.0299988,153.6999969,48752400,5/8/2017,145.0875702,3.9577179,1
1849,97242,AAPL,153.8699951,153.9900055,150.481842,153.4499969,154.8800049,39130400,5/9/2017,150.4524994,0.9577026,1
1850,97257,AAPL,153.6300049,153.2599945,149.7684479,152.1100006,153.9400024,25805700,5/10/2017,153.6480255,-0.7133941,0
1851,97261,AAPL,152.4499969,153.9499969,151.0637054,152.3099976,154.0700073,27255100,5/11/2017,152.2261581,1.2952575,1
1852,97275,AAPL,154.6999969,156.1000061,153.1734009,154.6699982,156.4199982,32527000,5/12/2017,151.1858597,2.1096955,1
1853,97279,AAPL,156.0099945,155.6999969,152.780899,155.0500031,156.6499939,26009700,5/15/2017,153.4643326,-0.3925019,0
1854,97295,AAPL,155.9400024,155.4700012,152.5552368,154.7200012,156.0599976,20048500,5/16/2017,154.4833755,-0.2256622,0
1855,97300,AAPL,153.6000061,150.25,147.433075,149.7100067,154.5700073,50767700,5/17/2017,153.4138336,-5.1221618,0
1856,97316,AAPL,151.2700043,152.5399933,149.6801453,151.1300049,153.3399963,33568200,5/18/2017,147.1239929,2.2470703,1
1857,97320,AAPL,153.3800049,153.0599976,150.1903839,152.6300049,153.9799957,26960800,5/19/2017,147.0062332,0.5102386,1
1858,97343,AAPL,154,153.9900055,151.1029816,152.9100037,154.5800018,22966400,5/22/2017,148.7528381,0.9125977,1
1859,97347,AAPL,154.8999939,153.8000031,150.9165192,153.3099976,154.8999939,19918900,5/23/2017,152.481636,-0.1864624,0
1860,97365,AAPL,153.8399963,153.3399963,150.4651489,152.6699982,154.1699982,19178000,5/24/2017,151.6279373,-0.4513703,0
1861,97369,AAPL,153.7299957,153.8699951,150.985199,153.0299988,154.3500061,19235600,5/25/2017,150.8282166,0.5200501,1
1862,97386,AAPL,154,153.6100006,150.730072,153.3099976,154.2400055,21701100,5/26/2017,150.6662827,-0.255127,0
1863,97390,AAPL,153.4199982,153.6699982,150.7889557,153.3300018,154.4299927,20126900,5/30/2017,150.7644119,0.0588837,1
1864,97406,AAPL,153.9700012,152.7599945,149.8960114,152.3800049,154.1699982,24451200,5/31/2017,150.9214172,-0.8929443,0
1865,97410,AAPL,153.1699982,153.1799927,150.308136,152.2200012,153.3300018,16404100,6/1/2017,149.7978897,0.4121246,1
1866,97426,AAPL,153.5800018,155.4499969,152.5355988,152.8899994,155.4499969,27770700,6/2/2017,149.8911057,2.2274628,1
1867,97430,AAPL,154.3399963,153.9299927,151.0440674,153.4600067,154.4499969,25331700,6/5/2017,152.2951889,-1.4915314,0
1868,97444,AAPL,153.8999939,154.4499969,151.5543213,153.7799988,155.8099976,26624900,6/6/2017,152.3638611,0.5102539,1
1869,97448,AAPL,155.0200043,155.3699951,152.4570923,154.4799957,155.9799957,21069600,6/7/2017,151.922287,0.902771,1
1870,97463,AAPL,155.25,154.9900055,152.0842133,154.3999939,155.5399933,21250800,6/8/2017,151.9664536,-0.372879,0
1871,97468,AAPL,155.1900024,148.9799957,146.1868744,146.0200043,155.1900024,64882700,6/9/2017,152.7907257,-5.8973389,0
1872,97483,AAPL,145.7400055,145.4199982,142.6936493,142.5099945,146.0899963,72307300,6/12/2017,146.4518204,-3.4932251,0
1873,97487,AAPL,147.1600037,146.5899963,143.8416901,145.1499939,147.4499969,34165400,6/13/2017,139.5585403,1.1480408,1
1874,97503,AAPL,147.5,145.1600037,142.4385071,143.8399963,147.5,31531200,6/14/2017,139.1464081,-1.403183,0
1875,97507,AAPL,143.3200073,144.2899933,141.5848083,142.2100067,144.4799957,32165400,6/15/2017,141.2659149,-0.8536988,0
1876,97524,AAPL,143.7799988,142.2700043,139.6027069,142.1999969,144.5,50361100,6/16/2017,141.4572372,-1.9821014,0
1877,97528,AAPL,143.6600037,146.3399963,143.5963745,143.6600037,146.7400055,32541400,6/19/2017,138.4742661,3.9936676,1
1878,97544,AAPL,146.8699951,145.0099945,142.2913208,144.9400024,146.8699951,24900100,6/20/2017,142.1784744,-1.3050537,0
1879,97552,AAPL,145.5200043,145.8699951,143.1351929,144.6100006,146.0700073,21265800,6/21/2017,143.2971039,0.8438721,1
1880,97566,AAPL,145.7700043,145.6300049,142.899704,145.1199951,146.6999969,19106300,6/22/2017,144.4794998,-0.2354889,0
1881,97571,AAPL,145.1300049,146.2799988,143.5375061,145.1100006,147.1600037,35439400,6/23/2017,142.6691132,0.6378021,1
1882,97587,AAPL,147.1699982,145.8200073,143.0861359,145.3800049,148.2799988,25692400,6/26/2017,143.8416977,-0.4513702,0
1883,97591,AAPL,145.0099945,143.7299957,141.0353088,143.6199951,146.1600037,24761900,6/27/2017,143.2872925,-2.0508271,0
1884,97607,AAPL,144.4900055,145.8300018,143.0959473,143.1600037,146.1100006,22082400,6/28/2017,141.1285248,2.0606385,1
1885,97611,AAPL,144.7100067,143.6799927,140.9862518,142.2799988,145.1300049,31499400,6/29/2017,141.8448486,-2.1096955,0
1886,97627,AAPL,144.4499969,144.0200043,141.3199005,143.7799988,144.9600067,23024100,6/30/2017,140.9911575,0.3336487,1
1887,97674,AAPL,144.8800049,143.5,140.8096313,143.1000061,145.3000031,14258300,7/3/2017,141.295372,-0.5102692,0
1888,97734,AAPL,143.6900024,144.0899963,141.3885651,142.7200012,144.7899933,21569600,7/5/2017,139.921608,0.5789338,1
1889,97738,AAPL,143.0200043,142.7299957,140.0540619,142.4100037,143.5,24128800,7/6/2017,141.3002548,-1.3345032,0
1890,97757,AAPL,142.8999939,144.1799927,141.4768829,142.8999939,144.75,19201700,7/7/2017,140.0883942,1.422821,1
1891,97761,AAPL,144.1100006,145.0599976,142.3403778,143.3699951,145.9499969,21090600,7/10/2017,141.0990982,0.8634949,1
1892,97779,AAPL,144.7299957,145.5299988,142.8015747,144.3800049,145.8500061,19781800,7/11/2017,142.3845367,0.4611969,1
1893,97783,AAPL,145.8699951,145.7400055,143.0076447,144.8200073,146.1799927,24884500,7/12/2017,143.9447327,0.20607,1
1894,97802,AAPL,145.5,147.7700043,144.9995728,145.4400024,148.4900055,25199400,7/13/2017,143.6699905,1.9919281,1
1895,97806,AAPL,147.9700012,149.0399933,146.2457428,147.3300018,149.3300018,20132100,7/14/2017,145.3332062,1.24617,1
1896,97821,AAPL,148.8200073,149.5599976,146.756012,148.5700073,150.8999939,23793500,7/17/2017,147.3447418,0.5102692,1
1897,97825,AAPL,149.1999969,150.0800018,147.2662811,148.6699982,150.1300049,17868800,7/18/2017,148.375061,0.5102691,1
1898,97842,AAPL,150.4799957,151.0200043,148.1886444,149.9499969,151.4199982,20923000,7/19/2017,148.1445007,0.9223633,1
1899,97846,AAPL,151.5,150.3399963,147.5213928,150.1900024,151.7400055,17243700,7/20/2017,148.6989136,-0.6672516,0
1900,97861,AAPL,149.9900055,150.2700043,147.452713,148.8800049,150.4400024,26252600,7/21/2017,148.237709,-0.0686798,0
1901,97865,AAPL,150.5800018,152.0899963,149.2385864,149.8999939,152.4400024,21493200,7/24/2017,147.5802689,1.7858734,1
1902,97880,AAPL,151.8000031,152.7400055,149.8764038,151.8000031,153.8399963,18853900,7/25/2017,148.8706207,0.6378174,1
1903,97884,AAPL,153.3500061,153.4600067,150.5829163,153.0599976,153.9299927,15781000,7/26/2017,150.7350006,0.7065125,1
1904,97899,AAPL,153.75,150.5599976,147.7372742,147.3000031,153.9900055,32476300,7/27/2017,151.7947617,-2.8456421,0
1905,97903,AAPL,149.8899994,149.5,146.6971436,149.1900024,150.2299957,17213700,7/28/2017,148.4094391,-1.0401306,0
1906,97917,AAPL,149.8999939,148.7299957,145.9415741,148.1300049,150.3300018,19845900,7/31/2017,145.6275787,-0.7555695,0
1907,97921,AAPL,149.1000061,150.0500031,147.2368469,148.4100037,150.2200012,35368600,8/1/2017,143.9986877,1.2952728,1
1908,97935,AAPL,159.2799988,157.1399994,154.1939087,156.1600037,159.75,69936800,8/2/2017,146.3389969,6.9570618,1
1909,97939,AAPL,157.0500031,155.5700073,152.6533203,155.0200043,157.2100067,27097300,8/3/2017,154.4637604,-1.5405884,0
1910,97953,AAPL,156.0700073,156.3899994,153.4579468,155.6900024,157.3999939,20559900,8/4/2017,156.7794876,0.8046265,1
1911,97957,AAPL,157.0599976,158.8099976,155.8325958,156.6699982,158.9199982,21870300,8/7/2017,156.1661835,2.374649,1
1912,97973,AAPL,158.6000061,160.0800018,157.0787811,158.2700043,161.8300018,36205900,8/8/2017,155.4646149,1.2461853,1
1913,97978,AAPL,159.2599945,161.0599976,158.0404053,159.1100006,161.2700043,26131500,8/9/2017,158.6684189,0.9616242,1
1914,97994,AAPL,159.8999939,155.3200073,153.0065308,154.6300049,160,40804300,8/10/2017,159.8508224,-5.0338745,0
1915,97998,AAPL,156.6000061,157.4799957,155.1343384,156.0700073,158.5700073,26257100,8/11/2017,154.1104355,2.1278076,1
1916,98018,AAPL,159.3200073,159.8500061,157.4690704,158.75,160.2100067,22122700,8/14/2017,153.0982132,2.334732,1
1917,98022,AAPL,160.6600037,161.6000061,159.1929779,160.1399994,162.1999969,29465500,8/15/2017,156.016037,1.7239075,1
1918,98037,AAPL,161.9400024,160.9499969,158.5526733,160.1499939,162.5099945,27671600,8/16/2017,161.4242477,-0.6403046,0
1919,98041,AAPL,160.5200043,157.8600006,155.5086975,157.8399963,160.7100067,27940600,8/17/2017,160.5819931,-3.0439758,0
1920,98057,AAPL,157.8600006,157.5,155.154068,156.7200012,159.5,27428100,8/18/2017,156.050499,-0.3546295,0
1921,98061,AAPL,157.5,157.2100067,154.8683777,155.1100006,157.8899994,26368500,8/21/2017,153.3119278,-0.2856903,0
1922,98075,AAPL,158.2299957,159.7799988,157.4001007,158.0200043,160,21604600,8/22/2017,153.169075,2.531723,1
1923,98079,AAPL,159.0700073,159.9799957,157.5971069,158.8800049,160.4700012,19399100,8/23/2017,157.0799408,0.1970062,1
1924,98095,AAPL,160.4299927,159.2700043,156.8976898,158.5500031,160.7400055,19818900,8/24/2017,158.7201233,-0.6994171,0
1925,98099,AAPL,159.6499939,159.8600006,157.4788971,159.2700043,160.5599976,25480100,8/25/2017,158.2620544,0.5812073,1
1926,98115,AAPL,160.1399994,161.4700012,159.0649109,159.9299927,162,25966000,8/28/2017,157.2276917,1.5860138,1
1927,98121,AAPL,160.1000061,162.9100037,160.48349,160,163.1199951,29516900,8/29/2017,159.005806,1.4185791,1
1928,98137,AAPL,163.8000031,163.3500061,160.9169159,162.6100006,163.8899994,27269600,8/30/2017,161.5671005,0.4334259,1
1929,98141,AAPL,163.6399994,164,161.5572357,163.4799957,164.5200043,26785100,8/31/2017,162.4192123,0.6403198,1
1930,98156,AAPL,164.8000031,164.0500031,161.6064911,163.6300049,164.9400024,16591100,9/1/2017,162.4832382,0.0492554,1
1931,98160,AAPL,163.75,162.0800018,159.6658478,160.5599976,164.25,29468500,9/5/2017,162.143364,-1.9406433,0
1932,98176,AAPL,162.7100067,161.9100037,159.4983673,160.5200043,162.9900055,21651700,9/6/2017,160.0106354,-0.1674805,0
1933,98180,AAPL,162.0899963,161.2599945,158.8580322,160.3600006,162.2400055,21928500,9/7/2017,158.5526733,-0.6403351,0
1934,98196,AAPL,160.8600006,158.6300049,156.2672272,158.5299988,161.1499939,28611500,9/8/2017,157.8039703,-2.590805,0
1935,98236,AAPL,160.5,161.5,159.0944672,159.8899994,162.0500031,31085900,9/11/2017,155.8633194,2.82724,1
1936,98252,AAPL,162.6100006,160.8600006,158.4640198,158.7700043,163.9600067,71714000,9/12/2017,157.4788971,-0.6304474,0
1937,98338,AAPL,159.8699951,159.6499939,157.2720184,157.9100037,159.9600067,44907400,9/13/2017,158.5822372,-1.1920014,0
1938,98354,AAPL,158.9900055,158.2799988,155.9224396,158.0899963,159.3999939,23760700,9/14/2017,158.3704147,-1.3495788,0
1939,98358,AAPL,158.4700012,159.8800049,157.4986115,158,160.9700012,49114600,9/15/2017,155.0112152,1.5761719,1
1940,98374,AAPL,160.1100006,158.6699982,156.3066254,158,160.5,28269400,9/18/2017,156.2278214,-1.1919861,0
1941,98378,AAPL,159.5099945,158.7299957,156.3657227,158.4400024,159.7700043,20810600,9/19/2017,156.4199219,0.0590973,1
1942,98396,AAPL,157.8999939,156.0700073,153.7453766,153.8300018,158.2599945,52951400,9/20/2017,156.5578156,-2.6203461,0
1943,98400,AAPL,155.8000031,153.3899994,151.1052704,152.75,155.8000031,37511700,9/21/2017,153.1789322,-2.6401062,0
1944,98415,AAPL,151.5399933,151.8899994,149.6276245,150.5599976,152.2700043,46645400,9/22/2017,149.824646,-1.4776459,0
1945,98420,AAPL,149.9900055,150.5500031,148.3075714,149.1600037,151.8300018,44387300,9/25/2017,146.9973984,-1.3200531,0
1946,98434,AAPL,151.7799988,153.1399994,150.8590088,151.6900024,153.9199982,36660000,9/26/2017,146.2486954,2.5514374,1
1947,98438,AAPL,153.8000031,154.2299957,151.9327698,153.5399933,154.7200012,25504200,9/27/2017,149.4601593,1.073761,1
1948,98493,AAPL,153.8899994,153.2799988,150.9969177,152.6999969,154.2799988,22005500,9/28/2017,152.5484619,-0.9358521,0
1949,98497,AAPL,153.2100067,154.1199951,151.8243866,152,154.1300049,26299800,9/29/2017,152.8095169,0.8274689,1
1950,98510,AAPL,154.2599945,153.8099976,151.5190277,152.7200012,154.4499969,18698800,10/2/2017,151.8933411,-0.3053589,0
1951,98514,AAPL,154.0099945,154.4799957,152.1790314,153.9100037,155.0899963,16230300,10/3/2017,151.4648361,0.6600037,1
1952,98528,AAPL,153.6300049,153.4799957,151.193924,152.4600067,153.8600006,20163800,10/4/2017,152.4400864,-0.9851074,0
1953,98532,AAPL,154.1799927,155.3899994,153.07547,154.0500031,155.4400024,21283800,10/5/2017,151.3712463,1.881546,1
1954,98546,AAPL,154.9700012,155.3000031,152.9868164,154.5599976,155.4900055,17407600,10/6/2017,152.9129181,-0.0886536,0
