,date,est,adj_close,,
58,2/28/2017,143.3331508,142.1300049,-1.279998779,0
59,3/1/2017,142.3789449,142.6499939,0.519989014,1
60,3/2/2017,142.7421476,139.5299988,-3.119995117,0
61,3/3/2017,140.1441272,139.1399994,-0.38999939,0
62,3/6/2017,139.2834873,141.9400024,2.800003052,1
63,3/7/2017,142.0339782,141.4299927,-0.510009766,0
64,3/8/2017,140.9904634,140.3200073,-1.109985352,0
65,3/9/2017,140.4878746,140.5299988,0.209991455,1
66,3/10/2017,140.5894108,140.8899994,0.36000061,1
67,3/13/2017,140.8693116,143.5200043,2.630004883,1
68,3/14/2017,143.5397281,143.1900024,-0.330001831,0
69,3/15/2017,142.7636917,145.25,2.059997559,1
70,3/16/2017,145.3223025,144.3899994,-0.86000061,0
71,3/17/2017,144.149092,145.1100006,0.720001221,1
72,3/20/2017,145.1994017,145.8300018,0.720001221,1
73,3/21/2017,145.7361053,142.4199982,-3.410003662,0
74,3/22/2017,143.0979307,142.6499939,0.229995728,1
75,3/23/2017,142.8114436,141.8399963,-0.809997559,0
76,3/24/2017,142.0024048,142.0200043,0.180007935,1
77,3/27/2017,142.0652329,144.0599976,2.039993286,1
78,3/28/2017,144.0864785,145.1699982,1.11000061,1
79,3/29/2017,144.8558129,146.4700012,1.300003052,1
80,3/30/2017,146.3345046,148.0599976,1.589996338,1
81,3/31/2017,147.9044795,147.8099976,-0.25,0
82,4/3/2017,147.5565197,146.9199982,-0.88999939,0
83,4/4/2017,147.0650578,145.5,-1.419998169,0
84,4/5/2017,145.7029142,143.6199951,-1.880004883,0
85,4/6/2017,143.8797541,143.7400055,0.120010376,1
86,4/7/2017,143.8287866,143.1100006,-0.630004883,0
87,4/10/2017,143.2347221,143.8500061,0.740005493,1
88,4/11/2017,143.9195951,144.3500061,0.5,1
89,4/12/2017,144.2410862,143.8300018,-0.520004272,0
90,4/13/2017,143.8770337,142.9199982,-0.910003662,0
91,4/17/2017,143.0522859,147.25,4.330001831,1
92,4/18/2017,147.4172111,143.3600006,-3.88999939,0
93,4/19/2017,143.540756,139.7599945,-3.600006104,0
94,4/20/2017,140.2338353,141.1799927,1.419998169,1
95,4/21/2017,141.4350988,142.8699951,1.690002441,1
96,4/24/2017,142.6979309,143.8300018,0.960006714,1
97,4/25/2017,143.5717856,152.1600037,8.330001831,1
98,4/26/2017,152.2431839,150.1699982,-1.990005493,0
99,4/27/2017,148.9189163,153.0800018,2.910003662,1
100,4/28/2017,153.3034211,152.1999969,-0.880004883,0
101,5/1/2017,151.7912046,155.3500061,3.150009155,1
102,5/2/2017,155.4863649,156.4499969,1.099990845,1
103,5/3/2017,155.9360448,155.5899963,-0.86000061,0
104,5/4/2017,155.5882927,157.25,1.660003662,1
105,5/5/2017,157.3512958,156.6000061,-0.649993896,0
106,5/8/2017,156.3959736,156.3800049,-0.220001221,0
107,5/9/2017,156.416263,157.4600067,1.080001831,1
108,5/10/2017,157.5012324,160.2799988,2.819992065,1
109,5/11/2017,160.2077655,158.5399933,-1.740005493,0
110,5/12/2017,158.3720185,160.8099976,2.270004272,1
111,5/15/2017,161.0036273,160.0200043,-0.789993286,0
112,5/16/2017,159.7202075,159.4100037,-0.61000061,0
113,5/17/2017,159.4896807,153.1999969,-6.210006714,0
114,5/18/2017,154.3019922,155.6999969,2.5,1
115,5/19/2017,156.1448999,157.0200043,1.320007324,1
116,5/22/2017,156.6329326,157.1600037,0.13999939,1
117,5/23/2017,156.9363355,157.9499969,0.789993286,1
118,5/24/2017,157.9521013,157.75,-0.199996948,0
119,5/25/2017,157.632917,163.0500031,5.300003052,1
120,5/26/2017,163.1843665,162.4299927,-0.620010376,0
121,5/30/2017,161.5675257,163.2200012,0.790008545,1
122,5/31/2017,163.2888873,163.0700073,-0.149993896,0
123,6/1/2017,162.9466455,162.9900055,-0.080001831,0
124,6/2/2017,163.0009217,165.1799927,2.189987183,1
125,6/5/2017,165.2352799,165.0599976,-0.119995117,0
126,6/6/2017,164.6955628,165.1699982,0.11000061,1
127,6/7/2017,165.1827847,165.6100006,0.440002441,1
128,6/8/2017,165.6070563,165.8800049,0.270004272,1
129,6/9/2017,165.8138141,158.0299988,-7.850006104,0
130,6/12/2017,159.5070816,151.4400024,-6.589996338,0
131,6/13/2017,152.3021684,152.7200012,1.279998779,1
132,6/14/2017,153.0749551,152.1999969,-0.520004272,0
133,6/15/2017,152.0469405,151.7599945,-0.440002441,0
134,6/16/2017,151.8175789,152.3800049,0.620010376,1
135,6/19/2017,152.4292447,153.3999939,1.019989014,1
136,6/20/2017,153.3371922,152.0500031,-1.349990845,0
137,6/21/2017,152.2455504,155.0299988,2.979995728,1
138,6/22/2017,155.1958455,154.8899994,-0.13999939,0
139,6/23/2017,154.3930586,158.0200043,3.130004883,1
140,6/26/2017,158.1012696,157.5,-0.520004272,0
141,6/27/2017,157.0036363,151.0299988,-6.470001221,0
142,6/28/2017,152.1876742,153.4100037,2.380004883,1
143,6/29/2017,153.852108,150.0899963,-3.320007324,0
144,6/30/2017,150.6002674,149.4100037,-0.679992676,0
145,7/3/2017,149.5706427,146.1699982,-3.240005493,0
146,7/5/2017,146.7156193,147.6100006,1.440002441,1
147,7/6/2017,147.8551815,146.25,-1.36000061,0
148,7/7/2017,146.334809,150.1799927,3.929992676,1
149,7/10/2017,150.367863,152.6699982,2.490005493,1
150,7/11/2017,152.0828861,154.3300018,1.660003662,1
151,7/12/2017,153.962326,158.75,4.419998169,1
152,7/13/2017,158.6416872,158.2100067,-0.539993286,0
153,7/14/2017,157.492438,161.1199951,2.909988403,1
154,7/17/2017,161.2273969,161.6999969,0.580001831,1
155,7/18/2017,161.2107708,183.6000061,21.90000916,1
156,7/19/2017,184.0242568,183.8600006,0.259994507,1
157,7/20/2017,180.1662099,183.6000061,-0.259994507,0
158,7/21/2017,183.6206583,188.5399933,4.939987183,1
159,7/24/2017,188.6716225,187.9100037,-0.629989624,0
160,7/25/2017,187.1100386,186.9700012,-0.940002441,0
161,7/26/2017,187.1026777,189.0800018,2.11000061,1
162,7/27/2017,189.1961886,182.6799927,-6.400009155,0
163,7/28/2017,183.9625485,184.0399933,1.36000061,1
164,7/31/2017,184.3928372,181.6600037,-2.379989624,0
165,8/1/2017,182.0906359,182.0299988,0.369995117,1
166,8/2/2017,182.1523964,180.7400055,-1.289993286,0
167,8/3/2017,180.9986839,179.2299957,-1.510009766,0
168,8/4/2017,179.4344818,180.2700043,1.040008545,1
169,8/7/2017,180.415344,181.3300018,1.059997559,1
170,8/8/2017,181.1953696,178.3600006,-2.970001221,0
171,8/9/2017,178.9535465,175.7799988,-2.580001831,0
172,8/10/2017,176.1180946,169.1399994,-6.63999939,0
173,8/11/2017,170.1728892,171.3999939,2.259994507,1
174,8/14/2017,171.8366651,171,-0.399993896,0
175,8/15/2017,170.6440356,168.5,-2.5,0
176,8/16/2017,168.9309707,169.9799957,1.479995728,1
177,8/17/2017,170.2026815,166.0899963,-3.88999939,0
178,8/18/2017,166.8643177,166.5399933,0.449996948,1
179,8/21/2017,166.7318642,166.7599945,0.220001221,1
180,8/22/2017,166.6894454,169.3399963,2.580001831,1
181,8/23/2017,169.374317,169.0599976,-0.279998779,0
182,8/24/2017,168.6386098,168.1300049,-0.929992676,0
183,8/25/2017,168.2802171,165.9499969,-2.180007935,0
184,8/28/2017,166.2839273,167.1199951,1.169998169,1
185,8/29/2017,167.3037896,168.8099976,1.690002441,1
186,8/30/2017,168.6816623,174.6900024,5.880004883,1
187,8/31/2017,174.6206606,174.7100067,0.020004272,1
188,9/1/2017,173.7194246,174.7400055,0.029998779,1
189,9/5/2017,174.7378585,174.5200043,-0.220001221,0
190,9/6/2017,174.5629415,179.25,4.729995728,1
191,9/7/2017,179.3735391,179,-0.25,0
192,9/8/2017,178.2124631,176.4199982,-2.580001831,0
193,9/11/2017,176.8781148,181.7400055,5.320007324,1
194,9/12/2017,182.0497709,185.1499939,3.409988403,1
195,9/13/2017,184.3572773,183.6399994,-1.509994507,0
196,9/14/2017,183.2623435,182.6300049,-1.009994507,0
197,9/15/2017,182.7627612,182.3500061,-0.279998779,0
198,9/18/2017,182.4024272,184.6199951,2.269989014,1
199,9/19/2017,184.6934551,185.6799927,1.059997559,1
200,9/20/2017,185.3216841,185.5099945,-0.169998169,0
201,9/21/2017,185.3413181,188.7799988,3.270004272,1
202,9/22/2017,188.8669498,187.3500061,-1.429992676,0
203,9/25/2017,186.9833505,178.5500031,-8.800003052,0
204,9/26/2017,180.0652357,179.3800049,0.830001831,1
205,9/27/2017,179.8056499,181.9700012,2.589996338,1
206,9/28/2017,181.9273949,180.6999969,-1.270004272,0
207,9/29/2017,180.4456631,181.3500061,0.650009155,1
208,10/2/2017,181.4542034,177.0099945,-4.340011597,0
209,10/3/2017,177.8603577,179.1900024,2.180007935,1
210,10/4/2017,179.5422526,184.4499969,5.259994507,1
211,10/5/2017,184.2901592,194.3899994,9.940002441,1
212,10/6/2017,193.9074266,198.0200043,3.630004883,1
213,10/9/2017,196.404843,196.8699951,-1.150009155,0
214,10/10/2017,196.3692216,195.0800018,-1.789993286,0
215,10/11/2017,195.3346197,194.9499969,-0.130004883,0
216,10/12/2017,195.0311373,195.8600006,0.910003662,1
217,10/13/2017,195.8907847,199.4900055,3.630004883,1
218,10/16/2017,199.46538,202.6799927,3.189987183,1
219,10/17/2017,202.1842385,199.4799957,-3.199996948,0
220,10/18/2017,199.7370649,195.5399933,-3.940002441,0
221,10/19/2017,196.077807,195.1300049,-0.409988403,0
222,10/20/2017,195.3098127,194.1600037,-0.970001221,0
223,10/23/2017,194.3088193,192.4700012,-1.690002441,0
224,10/24/2017,192.7154763,196.0200043,3.550003052,1
225,10/25/2017,196.2241192,193.7700043,-2.25,0
226,10/26/2017,193.5783841,195.2100067,1.440002441,1
227,10/27/2017,195.4188933,199.5399933,4.329986572,1
228,10/30/2017,199.4612343,198.3699951,-1.169998169,0
229,10/31/2017,197.7391635,196.4299927,-1.940002441,0
230,11/1/2017,196.7092018,198,1.570007324,1
231,11/2/2017,198.1994435,199.3200073,1.320007324,1
232,11/3/2017,199.1025011,200.0099945,0.689987183,1
233,11/6/2017,199.8052683,200.1300049,0.120010376,1
234,11/7/2017,200.0136399,195.8899994,-4.240005493,0
235,11/8/2017,196.6858324,196.4400024,0.550003052,1
236,11/9/2017,196.6520834,193.8999939,-2.540008545,0
237,11/10/2017,194.4054608,192.0200043,-1.879989624,0
238,11/13/2017,192.2657106,195.0800018,3.059997559,1
239,11/14/2017,195.2937887,195.7100067,0.630004883,1
240,11/15/2017,195.1960343,192.1199951,-3.590011597,0
241,11/16/2017,192.8282164,195.5099945,3.38999939,1
242,11/17/2017,195.8950559,193.1999969,-2.309997559,0
243,11/20/2017,193.0723544,194.1000061,0.900009155,1
244,11/21/2017,194.2626313,196.2299957,2.129989624,1
245,11/22/2017,196.1626233,196.3200073,0.090011597,1
246,11/24/2017,195.9596238,195.75,-0.570007324,0
247,11/27/2017,195.8619377,195.0500031,-0.699996948,0
248,11/28/2017,195.145513,199.1799927,4.129989624,1
249,11/29/2017,199.3277127,188.1499939,-11.02999878,0
250,11/30/2017,190.3481158,187.5800018,-0.569992065,0
251,12/1/2017,188.0794136,186.8200073,-0.759994507,0
252,12/4/2017,186.9251435,184.0399933,-2.780014038,0
253,12/5/2017,184.4946486,184.2100067,0.170013428,1
254,12/6/2017,184.3410445,185.3000031,1.089996338,1
255,12/7/2017,185.3057173,185.1999969,-0.100006104,0
256,12/8/2017,185.0207771,188.5399933,3.339996338,1
257,12/11/2017,188.6223611,186.2200012,-2.319992065,0
258,12/12/2017,186.1097078,185.7299957,-0.490005493,0
259,12/13/2017,185.8428543,187.8600006,2.130004883,1
260,12/14/2017,187.9451454,189.5599976,1.699996948,1
261,12/15/2017,189.260177,190.1199951,0.559997559,1
262,12/18/2017,189.8412701,190.4199982,0.300003052,1
263,12/19/2017,190.3335128,187.0200043,-3.399993896,0
264,12/20/2017,187.6730922,188.8200073,1.800003052,1
265,12/21/2017,189.1044273,188.6199951,-0.200012207,0
266,12/22/2017,188.3263275,189.9400024,1.320007324,1
267,12/26/2017,189.9854988,187.7599945,-2.180007935,0
268,12/27/2017,188.1426105,186.2400055,-1.519989014,0
269,12/28/2017,186.4391788,192.7100067,6.470001221,1
270,12/29/2017,192.9707759,191.9600067,-0.75,0
271,1/2/2018,190.9066479,201.0700073,9.11000061,1
272,1/3/2018,201.3353658,205.0500031,3.979995728,1
273,1/4/2018,203.5989742,205.6300049,0.580001831,1
274,1/5/2018,204.9570046,209.9900055,4.36000061,1
275,1/8/2018,210.0246587,212.0500031,2.059997559,1
276,1/9/2018,211.3629588,209.3099976,-2.740005493,0
277,1/10/2018,209.7092939,212.5200043,3.210006714,1
278,1/11/2018,212.8225956,217.2400055,4.720001221,1
279,1/12/2018,216.8914924,221.2299957,3.989990234,1
280,1/16/2018,220.577214,221.5299988,0.300003052,1
281,1/17/2018,220.8538579,217.5,-4.029998779,0
282,1/18/2018,218.2702161,220.3300018,2.830001831,1
283,1/19/2018,220.7213883,220.4600067,0.130004883,1
284,1/22/2018,219.9810577,227.5800018,7.119995117,1
285,1/23/2018,227.723651,250.2899933,22.70999146,1
286,1/24/2018,249.9388932,261.2999878,11.00999451,1
287,1/25/2018,257.7350333,269.7000122,8.400024414,1
288,1/26/2018,268.1299597,274.6000061,4.899993896,1
289,1/29/2018,273.3231691,284.5899963,9.989990234,1
290,1/30/2018,284.1673871,278.7999878,-5.790008545,0
291,1/31/2018,278.0839027,270.2999878,-8.5,0
292,2/1/2018,271.4961719,265.0700073,-5.229980469,0
293,2/2/2018,265.7640994,267.4299927,2.359985352,1
294,2/5/2018,267.8291752,254.2599945,-13.16999817,0
295,2/6/2018,256.8604517,265.7200012,11.46000671,1
296,2/7/2018,267.1047965,264.5599976,-1.160003662,0
297,2/8/2018,262.6826191,250.1000061,-14.45999146,0
298,2/9/2018,252.6875077,249.4700012,-0.630004883,0
299,2/12/2018,250.1248995,257.9500122,8.480010986,1
300,2/13/2018,258.1914294,258.269989,0.319976807,1
301,2/14/2018,256.8357291,266,7.730010986,1
302,2/15/2018,266.13827,280.269989,14.26998901,1
303,2/16/2018,279.5480155,278.519989,-1.75,0
304,2/20/2018,276.2038135,278.5499878,0.029998779,1
305,2/21/2018,278.6304509,281.0400085,2.490020752,1
306,2/22/2018,281.0917377,278.1400146,-2.899993896,0
307,2/23/2018,278.4847027,285.9299927,7.789978027,1
308,2/26/2018,286.3166636,294.1600037,8.230010986,1
309,2/27/2018,293.1659268,290.6099854,-3.550018311,0
310,2/28/2018,289.6750813,291.3800049,0.770019531,1
311,3/1/2018,291.5768498,290.3900146,-0.989990234,0
312,3/2/2018,290.528133,301.0499878,10.65997314,1
313,3/5/2018,301.3695732,315,13.95001221,1
314,3/6/2018,313.766661,325.2200012,10.22000122,1
315,3/7/2018,323.2084776,321.1600037,-4.059997559,0
316,3/8/2018,319.9169263,317,-4.160003662,0
317,3/9/2018,317.5532107,331.4400024,14.44000244,1
318,3/12/2018,332.0735242,321.2999878,-10.14001465,0
319,3/13/2018,320.8619736,315.8800049,-5.41998291,0
320,3/14/2018,316.6191695,321.5499878,5.66998291,1
321,3/15/2018,322.1415189,321.0899963,-0.459991455,0
322,3/16/2018,320.1541558,318.4500122,-2.639984131,0
323,3/19/2018,318.9020759,313.480011,-4.970001221,0
324,3/20/2018,314.212311,317.5,4.019989014,1
325,3/21/2018,318.0108517,316.480011,-1.019989014,0
326,3/22/2018,315.8845439,306.7000122,-9.779998779,0
327,3/23/2018,308.4306226,300.9400024,-5.760009766,0
328,3/26/2018,301.7097625,320.3500061,19.41000366,1
329,3/27/2018,321.2128597,300.6900024,-19.66000366,0
330,3/28/2018,302.3235521,285.769989,-14.92001343,0
331,3/29/2018,287.7190488,295.3500061,9.58001709,1
332,4/2/2018,296.737471,280.2900085,-15.05999756,0
333,4/3/2018,282.851855,283.6700134,3.380004883,1
334,4/4/2018,284.513384,288.9400024,5.269989014,1
335,4/5/2018,288.5857076,293.9700012,5.029998779,1
336,4/6/2018,293.2706555,288.8500061,-5.119995117,0
337,4/9/2018,289.2825626,289.9299927,1.079986572,1
338,4/10/2018,290.2116957,298.0700073,8.140014648,1
339,4/11/2018,298.1350359,303.6700134,5.600006104,1
340,4/12/2018,302.4771556,309.25,5.579986572,1
341,4/13/2018,308.5186926,311.6499939,2.399993896,1
342,4/16/2018,310.759454,307.7799988,-3.869995117,0
343,4/17/2018,308.4494584,336.0599976,28.27999878,1
344,4/18/2018,337.0040019,334.519989,-1.540008545,0
345,4/19/2018,329.8134871,332.7000122,-1.819976807,0
346,4/20/2018,332.9468354,327.769989,-4.930023193,0
347,4/23/2018,328.5431097,318.6900024,-9.079986572,0
348,4/24/2018,320.0225041,307.019989,-11.67001343,0
349,4/25/2018,308.6242919,305.7600098,-1.259979248,0
350,4/26/2018,306.2932532,313.980011,8.220001221,1
351,4/27/2018,314.2643853,311.7600098,-2.220001221,0
352,4/30/2018,310.5622761,312.4599915,0.699981689,1
353,5/1/2018,312.6009329,313.2999878,0.839996338,1
354,5/2/2018,313.2154949,313.3599854,0.059997559,1
355,5/3/2018,313.2176528,311.6900024,-1.66998291,0
356,5/4/2018,312.004427,320.0899963,8.399993896,1
357,5/7/2018,320.4077913,326.2600098,6.170013428,1
358,5/8/2018,325.0496145,326.8900146,0.630004883,1
359,5/9/2018,325.8444458,330.2999878,3.409973145,1
360,5/10/2018,330.3058924,329.6000061,-0.699981689,0
361,5/11/2018,329.0734459,326.4599915,-3.140014648,0
362,5/14/2018,326.9855702,328.5299988,2.070007324,1
363,5/15/2018,328.8259023,326.1300049,-2.399993896,0
364,5/16/2018,326.4127835,328.1900024,2.059997559,1
365,5/17/2018,328.4413755,325.2200012,-2.970001221,0
366,5/18/2018,325.6914171,324.1799927,-1.040008545,0
367,5/21/2018,324.3481287,331.8200073,7.640014648,1
368,5/22/2018,332.0746242,331.6199951,-0.200012207,0
369,5/23/2018,330.339718,344.7200012,13.1000061,1
370,5/24/2018,345.0256898,349.2900085,4.570007324,1
371,5/25/2018,347.1524386,351.2900085,2,1
372,5/29/2018,350.5622654,349.730011,-1.559997559,0
373,5/30/2018,349.7255713,353.5400085,3.809997559,1
374,5/31/2018,353.7393777,351.6000061,-1.940002441,0
375,6/1/2018,351.2460348,359.9299927,8.329986572,1
376,6/4/2018,360.2645807,361.8099976,1.880004883,1
377,6/5/2018,360.4150791,365.7999878,3.989990234,1
378,6/6/2018,365.6434619,367.4500122,1.650024414,1
379,6/7/2018,366.8101805,361.3999939,-6.050018311,0
380,6/8/2018,362.6123212,360.5700073,-0.829986572,0
381,6/11/2018,360.8498164,361.4500122,0.880004883,1
382,6/12/2018,361.540754,363.8299866,2.379974365,1
383,6/13/2018,363.7737254,379.9299927,16.1000061,1
384,6/14/2018,380.030025,392.8699951,12.94000244,1
385,6/15/2018,390.608467,391.980011,-0.889984131,0
386,6/18/2018,389.8355451,390.3999939,-1.58001709,0
387,6/19/2018,390.6302948,404.980011,14.58001709,1
388,6/20/2018,405.434986,416.7600098,11.77999878,1
389,6/21/2018,414.7152107,415.4400024,-1.320007324,0
390,6/22/2018,413.5188908,411.0899963,-4.350006104,0
391,6/25/2018,411.7918666,384.480011,-26.60998535,0
392,6/26/2018,389.0597662,399.3900146,14.91000366,1
393,6/27/2018,401.6889667,390.3900146,-9,0
394,6/28/2018,389.4363525,395.4200134,5.029998779,1
395,6/29/2018,396.1964464,391.4299927,-3.990020752,0
396,7/2/2018,391.443346,398.1799927,6.75,1
397,7/3/2018,398.6365554,390.519989,-7.660003662,0
398,7/5/2018,391.3839814,398.3900146,7.870025635,1
399,7/6/2018,399.2239153,408.25,9.859985352,1
400,7/9/2018,407.3193859,418.9700012,10.72000122,1
401,7/10/2018,417.7266091,415.6300049,-3.339996338,0
402,7/11/2018,414.1411422,418.6499939,3.019989014,1
403,7/12/2018,419.0047317,413.5,-5.149993896,0
404,7/13/2018,414.4199499,395.7999878,-17.70001221,0
405,7/16/2018,398.6718506,400.480011,4.680023193,1
406,7/17/2018,401.5264278,379.480011,-21,0
407,7/18/2018,383.663583,375.1300049,-4.350006104,0
408,7/19/2018,376.1480631,364.230011,-10.8999939,0
409,7/20/2018,365.9182494,361.0499878,-3.180023193,0
410,7/23/2018,361.6249661,362.6600037,1.610015869,1
411,7/24/2018,362.919283,357.3200073,-5.339996338,0
412,7/25/2018,358.3911089,362.8699951,5.549987793,1
413,7/26/2018,363.4522802,363.0899963,0.220001221,1
414,7/27/2018,362.1511574,355.2099915,-7.880004883,0
415,7/30/2018,356.6888048,334.9599915,-20.25,0
416,7/31/2018,338.1092374,337.4500122,2.490020752,1
417,8/1/2018,338.4559944,338.3800049,0.929992676,1
418,8/2/2018,337.9762813,344.5,6.119995117,1
419,8/3/2018,344.5350194,343.0899963,-1.410003662,0
420,8/6/2018,342.163934,350.9200134,7.83001709,1
421,8/7/2018,351.2059727,351.8299866,0.909973145,1
422,8/8/2018,350.5036686,347.6099854,-4.220001221,0
423,8/9/2018,348.4496394,349.3599854,1.75,1
424,8/10/2018,349.667236,345.8699951,-3.489990234,0
425,8/13/2018,346.5332354,341.3099976,-4.559997559,0
426,8/14/2018,341.9386241,337.4899902,-3.820007324,0
427,8/15/2018,337.9897182,326.3999939,-11.08999634,0
428,8/16/2018,328.1575109,322.4400024,-3.959991455,0
429,8/17/2018,323.0733895,316.7799988,-5.660003662,0
430,8/20/2018,317.5726722,327.730011,10.95001221,1
431,8/21/2018,328.3970841,338.019989,10.28997803,1
432,8/22/2018,336.5586973,344.4400024,6.420013428,1
433,8/23/2018,342.8975551,339.1700134,-5.269989014,0
434,8/24/2018,339.2526591,358.8200073,19.6499939,1
